ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
90	2	1	Water	MereExp	171	labor1	2015-01-29_11.50.59.760000
90	8	2	Water	FeaRaFD	171	labor1	2015-01-29_11.50.59.760000
90	7	3	Water	DisIAPS	171	labor1	2015-01-29_11.50.59.760000
90	1	4	Water	DisRaFD	171	labor1	2015-01-29_11.50.59.760000
90	6	1	Water	FeaRaFD	230	labor1	2015-01-29_11.50.59.760000
90	4	2	Water	DisIAPS	230	labor1	2015-01-29_11.50.59.760000
90	5	3	Water	DisRaFD	230	labor1	2015-01-29_11.50.59.760000
90	3	4	Water	MereExp	230	labor1	2015-01-29_11.50.59.760000
90	4	1	Aero0	DisRaFD	171	labor1	2015-01-29_11.50.59.760000
90	1	2	Aero0	DisIAPS	171	labor1	2015-01-29_11.50.59.760000
90	2	3	Aero0	MereExp	171	labor1	2015-01-29_11.50.59.760000
90	7	4	Aero0	FeaRaFD	171	labor1	2015-01-29_11.50.59.760000
90	8	1	Aero0	FeaRaFD	230	labor1	2015-01-29_11.50.59.760000
90	6	2	Aero0	DisRaFD	230	labor1	2015-01-29_11.50.59.760000
90	5	3	Aero0	DisIAPS	230	labor1	2015-01-29_11.50.59.760000
90	3	4	Aero0	MereExp	230	labor1	2015-01-29_11.50.59.760000
