ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
41	1	1	Water	MereExp	171	labor5	2015-01-22_15.00.52.729000
41	3	2	Water	DisIAPS	171	labor5	2015-01-22_15.00.52.729000
41	5	3	Water	FeaRaFD	171	labor5	2015-01-22_15.00.52.729000
41	7	4	Water	DisRaFD	171	labor5	2015-01-22_15.00.52.729000
41	8	1	Water	MereExp	230	labor5	2015-01-22_15.00.52.729000
41	4	2	Water	DisRaFD	230	labor5	2015-01-22_15.00.52.729000
41	2	3	Water	FeaRaFD	230	labor5	2015-01-22_15.00.52.729000
41	6	4	Water	DisIAPS	230	labor5	2015-01-22_15.00.52.729000
41	1	1	Aero0	FeaRaFD	171	labor5	2015-01-22_15.00.52.729000
41	5	2	Aero0	DisIAPS	171	labor5	2015-01-22_15.00.52.729000
41	6	3	Aero0	MereExp	171	labor5	2015-01-22_15.00.52.729000
41	8	4	Aero0	DisRaFD	171	labor5	2015-01-22_15.00.52.729000
41	3	1	Aero0	DisRaFD	230	labor5	2015-01-22_15.00.52.729000
41	2	2	Aero0	FeaRaFD	230	labor5	2015-01-22_15.00.52.729000
41	4	3	Aero0	DisIAPS	230	labor5	2015-01-22_15.00.52.729000
41	7	4	Aero0	MereExp	230	labor5	2015-01-22_15.00.52.729000
