ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
114	2	1	Water	DisIAPS	171	labor5	2015-01-30_12.57.08.671000
114	1	2	Water	MereExp	171	labor5	2015-01-30_12.57.08.671000
114	4	3	Water	DisRaFD	171	labor5	2015-01-30_12.57.08.671000
114	5	4	Water	FeaRaFD	171	labor5	2015-01-30_12.57.08.671000
114	6	1	Water	DisIAPS	230	labor5	2015-01-30_12.57.08.671000
114	3	2	Water	FeaRaFD	230	labor5	2015-01-30_12.57.08.671000
114	7	3	Water	DisRaFD	230	labor5	2015-01-30_12.57.08.671000
114	8	4	Water	MereExp	230	labor5	2015-01-30_12.57.08.671000
114	1	1	Aero0	DisRaFD	171	labor5	2015-01-30_12.57.08.671000
114	3	2	Aero0	DisIAPS	171	labor5	2015-01-30_12.57.08.671000
114	4	3	Aero0	FeaRaFD	171	labor5	2015-01-30_12.57.08.671000
114	7	4	Aero0	MereExp	171	labor5	2015-01-30_12.57.08.671000
114	5	1	Aero0	MereExp	230	labor5	2015-01-30_12.57.08.671000
114	8	2	Aero0	DisRaFD	230	labor5	2015-01-30_12.57.08.671000
114	2	3	Aero0	DisIAPS	230	labor5	2015-01-30_12.57.08.671000
114	6	4	Aero0	FeaRaFD	230	labor5	2015-01-30_12.57.08.671000
