ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
92	4	1	Water	FeaRaFD	171	labor4	2015-01-29_13.17.22.278000
92	7	2	Water	MereExp	171	labor4	2015-01-29_13.17.22.278000
92	8	3	Water	DisIAPS	171	labor4	2015-01-29_13.17.22.278000
92	5	4	Water	DisRaFD	171	labor4	2015-01-29_13.17.22.278000
92	1	1	Water	DisIAPS	230	labor4	2015-01-29_13.17.22.278000
92	6	2	Water	FeaRaFD	230	labor4	2015-01-29_13.17.22.278000
92	2	3	Water	DisRaFD	230	labor4	2015-01-29_13.17.22.278000
92	3	4	Water	MereExp	230	labor4	2015-01-29_13.17.22.278000
92	1	1	Aero0	DisIAPS	171	labor4	2015-01-29_13.17.22.278000
92	3	2	Aero0	DisRaFD	171	labor4	2015-01-29_13.17.22.278000
92	7	3	Aero0	FeaRaFD	171	labor4	2015-01-29_13.17.22.278000
92	5	4	Aero0	MereExp	171	labor4	2015-01-29_13.17.22.278000
92	2	1	Aero0	MereExp	230	labor4	2015-01-29_13.17.22.278000
92	6	2	Aero0	DisIAPS	230	labor4	2015-01-29_13.17.22.278000
92	4	3	Aero0	DisRaFD	230	labor4	2015-01-29_13.17.22.278000
92	8	4	Aero0	FeaRaFD	230	labor4	2015-01-29_13.17.22.278000
