ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
35	8	1	Water	MereExp	171	labor2	2015-01-22_11.16.33.479000
35	5	2	Water	DisIAPS	171	labor2	2015-01-22_11.16.33.479000
35	4	3	Water	DisRaFD	171	labor2	2015-01-22_11.16.33.479000
35	3	4	Water	FeaRaFD	171	labor2	2015-01-22_11.16.33.479000
35	1	1	Water	MereExp	230	labor2	2015-01-22_11.16.33.479000
35	2	2	Water	DisIAPS	230	labor2	2015-01-22_11.16.33.479000
35	6	3	Water	DisRaFD	230	labor2	2015-01-22_11.16.33.479000
35	7	4	Water	FeaRaFD	230	labor2	2015-01-22_11.16.33.479000
35	1	1	Aero0	DisIAPS	171	labor2	2015-01-22_11.16.33.479000
35	8	2	Aero0	MereExp	171	labor2	2015-01-22_11.16.33.479000
35	3	3	Aero0	FeaRaFD	171	labor2	2015-01-22_11.16.33.479000
35	7	4	Aero0	DisRaFD	171	labor2	2015-01-22_11.16.33.479000
35	5	1	Aero0	MereExp	230	labor2	2015-01-22_11.16.33.479000
35	4	2	Aero0	DisRaFD	230	labor2	2015-01-22_11.16.33.479000
35	2	3	Aero0	FeaRaFD	230	labor2	2015-01-22_11.16.33.479000
35	6	4	Aero0	DisIAPS	230	labor2	2015-01-22_11.16.33.479000
