ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
27	8	1	Water	MereExp	171	labor5	2015-01-21_11.35.11.988000
27	5	2	Water	DisRaFD	171	labor5	2015-01-21_11.35.11.988000
27	2	3	Water	FeaRaFD	171	labor5	2015-01-21_11.35.11.988000
27	3	4	Water	DisIAPS	171	labor5	2015-01-21_11.35.11.988000
27	6	1	Water	FeaRaFD	230	labor5	2015-01-21_11.35.11.988000
27	4	2	Water	MereExp	230	labor5	2015-01-21_11.35.11.988000
27	1	3	Water	DisIAPS	230	labor5	2015-01-21_11.35.11.988000
27	7	4	Water	DisRaFD	230	labor5	2015-01-21_11.35.11.988000
27	3	1	Aero0	FeaRaFD	171	labor5	2015-01-21_11.35.11.988000
27	4	2	Aero0	DisIAPS	171	labor5	2015-01-21_11.35.11.988000
27	8	3	Aero0	MereExp	171	labor5	2015-01-21_11.35.11.988000
27	5	4	Aero0	DisRaFD	171	labor5	2015-01-21_11.35.11.988000
27	7	1	Aero0	FeaRaFD	230	labor5	2015-01-21_11.35.11.988000
27	1	2	Aero0	MereExp	230	labor5	2015-01-21_11.35.11.988000
27	6	3	Aero0	DisRaFD	230	labor5	2015-01-21_11.35.11.988000
27	2	4	Aero0	DisIAPS	230	labor5	2015-01-21_11.35.11.988000
