ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
84	2	1	Water	FeaRaFD	171	labor8	2015-01-29_10.39.32.338000
84	4	2	Water	MereExp	171	labor8	2015-01-29_10.39.32.338000
84	8	3	Water	DisRaFD	171	labor8	2015-01-29_10.39.32.338000
84	5	4	Water	DisIAPS	171	labor8	2015-01-29_10.39.32.338000
84	6	1	Water	DisIAPS	230	labor8	2015-01-29_10.39.32.338000
84	7	2	Water	MereExp	230	labor8	2015-01-29_10.39.32.338000
84	3	3	Water	FeaRaFD	230	labor8	2015-01-29_10.39.32.338000
84	1	4	Water	DisRaFD	230	labor8	2015-01-29_10.39.32.338000
84	4	1	Aero0	DisRaFD	171	labor8	2015-01-29_10.39.32.338000
84	7	2	Aero0	DisIAPS	171	labor8	2015-01-29_10.39.32.338000
84	2	3	Aero0	MereExp	171	labor8	2015-01-29_10.39.32.338000
84	5	4	Aero0	FeaRaFD	171	labor8	2015-01-29_10.39.32.338000
84	1	1	Aero0	FeaRaFD	230	labor8	2015-01-29_10.39.32.338000
84	8	2	Aero0	DisRaFD	230	labor8	2015-01-29_10.39.32.338000
84	3	3	Aero0	DisIAPS	230	labor8	2015-01-29_10.39.32.338000
84	6	4	Aero0	MereExp	230	labor8	2015-01-29_10.39.32.338000
