ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
52	1	1	Water	MereExp	171	labor4	2015-01-26_14.33.23.001000
52	7	2	Water	FeaRaFD	171	labor4	2015-01-26_14.33.23.001000
52	5	3	Water	DisIAPS	171	labor4	2015-01-26_14.33.23.001000
52	2	4	Water	DisRaFD	171	labor4	2015-01-26_14.33.23.001000
52	3	1	Water	DisRaFD	230	labor4	2015-01-26_14.33.23.001000
52	4	2	Water	MereExp	230	labor4	2015-01-26_14.33.23.001000
52	6	3	Water	DisIAPS	230	labor4	2015-01-26_14.33.23.001000
52	8	4	Water	FeaRaFD	230	labor4	2015-01-26_14.33.23.001000
52	8	1	Aero0	FeaRaFD	171	labor4	2015-01-26_14.33.23.001000
52	5	2	Aero0	MereExp	171	labor4	2015-01-26_14.33.23.001000
52	1	3	Aero0	DisRaFD	171	labor4	2015-01-26_14.33.23.001000
52	3	4	Aero0	DisIAPS	171	labor4	2015-01-26_14.33.23.001000
52	4	1	Aero0	DisRaFD	230	labor4	2015-01-26_14.33.23.001000
52	7	2	Aero0	DisIAPS	230	labor4	2015-01-26_14.33.23.001000
52	2	3	Aero0	FeaRaFD	230	labor4	2015-01-26_14.33.23.001000
52	6	4	Aero0	MereExp	230	labor4	2015-01-26_14.33.23.001000
