ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
21	5	1	Water	DisIAPS	171	labor1	2015-01-20_16.29.59.777000
21	7	2	Water	MereExp	171	labor1	2015-01-20_16.29.59.777000
21	8	3	Water	FeaRaFD	171	labor1	2015-01-20_16.29.59.777000
21	3	4	Water	DisRaFD	171	labor1	2015-01-20_16.29.59.777000
21	4	1	Water	FeaRaFD	230	labor1	2015-01-20_16.29.59.777000
21	6	2	Water	DisIAPS	230	labor1	2015-01-20_16.29.59.777000
21	2	3	Water	DisRaFD	230	labor1	2015-01-20_16.29.59.777000
21	1	4	Water	MereExp	230	labor1	2015-01-20_16.29.59.777000
21	5	1	Aero0	MereExp	171	labor1	2015-01-20_16.29.59.777000
21	8	2	Aero0	DisIAPS	171	labor1	2015-01-20_16.29.59.777000
21	3	3	Aero0	DisRaFD	171	labor1	2015-01-20_16.29.59.777000
21	2	4	Aero0	FeaRaFD	171	labor1	2015-01-20_16.29.59.777000
21	1	1	Aero0	DisRaFD	230	labor1	2015-01-20_16.29.59.777000
21	4	2	Aero0	DisIAPS	230	labor1	2015-01-20_16.29.59.777000
21	6	3	Aero0	MereExp	230	labor1	2015-01-20_16.29.59.777000
21	7	4	Aero0	FeaRaFD	230	labor1	2015-01-20_16.29.59.777000
