ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
135	6	1	Water	MereExp	171	labor4	2015-02-05_12.45.42.635000
135	4	2	Water	DisIAPS	171	labor4	2015-02-05_12.45.42.635000
135	8	3	Water	FeaRaFD	171	labor4	2015-02-05_12.45.42.635000
135	5	4	Water	DisRaFD	171	labor4	2015-02-05_12.45.42.635000
135	1	1	Water	DisRaFD	230	labor4	2015-02-05_12.45.42.635000
135	7	2	Water	MereExp	230	labor4	2015-02-05_12.45.42.635000
135	2	3	Water	DisIAPS	230	labor4	2015-02-05_12.45.42.635000
135	3	4	Water	FeaRaFD	230	labor4	2015-02-05_12.45.42.635000
135	2	1	Aero0	MereExp	171	labor4	2015-02-05_12.45.42.635000
135	4	2	Aero0	FeaRaFD	171	labor4	2015-02-05_12.45.42.635000
135	7	3	Aero0	DisRaFD	171	labor4	2015-02-05_12.45.42.635000
135	8	4	Aero0	DisIAPS	171	labor4	2015-02-05_12.45.42.635000
135	6	1	Aero0	DisIAPS	230	labor4	2015-02-05_12.45.42.635000
135	5	2	Aero0	DisRaFD	230	labor4	2015-02-05_12.45.42.635000
135	3	3	Aero0	MereExp	230	labor4	2015-02-05_12.45.42.635000
135	1	4	Aero0	FeaRaFD	230	labor4	2015-02-05_12.45.42.635000
