ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
56	6	1	Water	FeaRaFD	171	labor4	2015-01-27_10.32.42.754000
56	3	2	Water	MereExp	171	labor4	2015-01-27_10.32.42.754000
56	1	3	Water	DisRaFD	171	labor4	2015-01-27_10.32.42.754000
56	8	4	Water	DisIAPS	171	labor4	2015-01-27_10.32.42.754000
56	2	1	Water	DisIAPS	230	labor4	2015-01-27_10.32.42.754000
56	7	2	Water	DisRaFD	230	labor4	2015-01-27_10.32.42.754000
56	5	3	Water	FeaRaFD	230	labor4	2015-01-27_10.32.42.754000
56	4	4	Water	MereExp	230	labor4	2015-01-27_10.32.42.754000
56	7	1	Aero0	DisRaFD	171	labor4	2015-01-27_10.32.42.754000
56	4	2	Aero0	MereExp	171	labor4	2015-01-27_10.32.42.754000
56	1	3	Aero0	FeaRaFD	171	labor4	2015-01-27_10.32.42.754000
56	5	4	Aero0	DisIAPS	171	labor4	2015-01-27_10.32.42.754000
56	3	1	Aero0	DisIAPS	230	labor4	2015-01-27_10.32.42.754000
56	2	2	Aero0	DisRaFD	230	labor4	2015-01-27_10.32.42.754000
56	6	3	Aero0	MereExp	230	labor4	2015-01-27_10.32.42.754000
56	8	4	Aero0	FeaRaFD	230	labor4	2015-01-27_10.32.42.754000
