ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
26	3	1	Water	MereExp	171	labor2	2015-01-21_11.12.44.179000
26	2	2	Water	DisRaFD	171	labor2	2015-01-21_11.12.44.179000
26	8	3	Water	DisIAPS	171	labor2	2015-01-21_11.12.44.179000
26	5	4	Water	FeaRaFD	171	labor2	2015-01-21_11.12.44.179000
26	1	1	Water	DisRaFD	230	labor2	2015-01-21_11.12.44.179000
26	7	2	Water	DisIAPS	230	labor2	2015-01-21_11.12.44.179000
26	4	3	Water	MereExp	230	labor2	2015-01-21_11.12.44.179000
26	6	4	Water	FeaRaFD	230	labor2	2015-01-21_11.12.44.179000
26	3	1	Aero0	FeaRaFD	171	labor2	2015-01-21_11.12.44.179000
26	7	2	Aero0	MereExp	171	labor2	2015-01-21_11.12.44.179000
26	8	3	Aero0	DisIAPS	171	labor2	2015-01-21_11.12.44.179000
26	5	4	Aero0	DisRaFD	171	labor2	2015-01-21_11.12.44.179000
26	1	1	Aero0	DisRaFD	230	labor2	2015-01-21_11.12.44.179000
26	4	2	Aero0	DisIAPS	230	labor2	2015-01-21_11.12.44.179000
26	6	3	Aero0	MereExp	230	labor2	2015-01-21_11.12.44.179000
26	2	4	Aero0	FeaRaFD	230	labor2	2015-01-21_11.12.44.179000
