ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
61	1	1	Water	FeaRaFD	171	labor5	2015-01-27_15.44.04.599000
61	7	2	Water	DisIAPS	171	labor5	2015-01-27_15.44.04.599000
61	6	3	Water	MereExp	171	labor5	2015-01-27_15.44.04.599000
61	8	4	Water	DisRaFD	171	labor5	2015-01-27_15.44.04.599000
61	2	1	Water	FeaRaFD	230	labor5	2015-01-27_15.44.04.599000
61	5	2	Water	MereExp	230	labor5	2015-01-27_15.44.04.599000
61	3	3	Water	DisIAPS	230	labor5	2015-01-27_15.44.04.599000
61	4	4	Water	DisRaFD	230	labor5	2015-01-27_15.44.04.599000
61	3	1	Aero0	DisRaFD	171	labor5	2015-01-27_15.44.04.599000
61	4	2	Aero0	DisIAPS	171	labor5	2015-01-27_15.44.04.599000
61	7	3	Aero0	MereExp	171	labor5	2015-01-27_15.44.04.599000
61	8	4	Aero0	FeaRaFD	171	labor5	2015-01-27_15.44.04.599000
61	1	1	Aero0	MereExp	230	labor5	2015-01-27_15.44.04.599000
61	5	2	Aero0	DisIAPS	230	labor5	2015-01-27_15.44.04.599000
61	6	3	Aero0	FeaRaFD	230	labor5	2015-01-27_15.44.04.599000
61	2	4	Aero0	DisRaFD	230	labor5	2015-01-27_15.44.04.599000
