ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
86	4	1	Water	MereExp	171	labor8	2015-01-29_11.27.30.465000
86	5	2	Water	FeaRaFD	171	labor8	2015-01-29_11.27.30.465000
86	7	3	Water	DisIAPS	171	labor8	2015-01-29_11.27.30.465000
86	8	4	Water	DisRaFD	171	labor8	2015-01-29_11.27.30.465000
86	3	1	Water	DisRaFD	230	labor8	2015-01-29_11.27.30.465000
86	1	2	Water	FeaRaFD	230	labor8	2015-01-29_11.27.30.465000
86	2	3	Water	MereExp	230	labor8	2015-01-29_11.27.30.465000
86	6	4	Water	DisIAPS	230	labor8	2015-01-29_11.27.30.465000
86	1	1	Aero0	DisIAPS	171	labor8	2015-01-29_11.27.30.465000
86	6	2	Aero0	DisRaFD	171	labor8	2015-01-29_11.27.30.465000
86	3	3	Aero0	FeaRaFD	171	labor8	2015-01-29_11.27.30.465000
86	7	4	Aero0	MereExp	171	labor8	2015-01-29_11.27.30.465000
86	2	1	Aero0	DisRaFD	230	labor8	2015-01-29_11.27.30.465000
86	4	2	Aero0	DisIAPS	230	labor8	2015-01-29_11.27.30.465000
86	8	3	Aero0	MereExp	230	labor8	2015-01-29_11.27.30.465000
86	5	4	Aero0	FeaRaFD	230	labor8	2015-01-29_11.27.30.465000
