ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
68	1	1	Water	MereExp	171	labor1	2015-01-28_12.04.50.479000
68	3	2	Water	FeaRaFD	171	labor1	2015-01-28_12.04.50.479000
68	6	3	Water	DisRaFD	171	labor1	2015-01-28_12.04.50.479000
68	8	4	Water	DisIAPS	171	labor1	2015-01-28_12.04.50.479000
68	7	1	Water	FeaRaFD	230	labor1	2015-01-28_12.04.50.479000
68	5	2	Water	DisRaFD	230	labor1	2015-01-28_12.04.50.479000
68	4	3	Water	DisIAPS	230	labor1	2015-01-28_12.04.50.479000
68	2	4	Water	MereExp	230	labor1	2015-01-28_12.04.50.479000
68	2	1	Aero0	DisIAPS	171	labor1	2015-01-28_12.04.50.479000
68	3	2	Aero0	MereExp	171	labor1	2015-01-28_12.04.50.479000
68	8	3	Aero0	FeaRaFD	171	labor1	2015-01-28_12.04.50.479000
68	4	4	Aero0	DisRaFD	171	labor1	2015-01-28_12.04.50.479000
68	5	1	Aero0	DisRaFD	230	labor1	2015-01-28_12.04.50.479000
68	1	2	Aero0	DisIAPS	230	labor1	2015-01-28_12.04.50.479000
68	7	3	Aero0	FeaRaFD	230	labor1	2015-01-28_12.04.50.479000
68	6	4	Aero0	MereExp	230	labor1	2015-01-28_12.04.50.479000
