ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
78	3	1	Water	DisIAPS	171	labor8	2015-01-28_15.29.02.084000
78	2	2	Water	MereExp	171	labor8	2015-01-28_15.29.02.084000
78	7	3	Water	DisRaFD	171	labor8	2015-01-28_15.29.02.084000
78	5	4	Water	FeaRaFD	171	labor8	2015-01-28_15.29.02.084000
78	6	1	Water	FeaRaFD	230	labor8	2015-01-28_15.29.02.084000
78	4	2	Water	DisIAPS	230	labor8	2015-01-28_15.29.02.084000
78	8	3	Water	DisRaFD	230	labor8	2015-01-28_15.29.02.084000
78	1	4	Water	MereExp	230	labor8	2015-01-28_15.29.02.084000
78	2	1	Aero0	DisIAPS	171	labor8	2015-01-28_15.29.02.084000
78	6	2	Aero0	MereExp	171	labor8	2015-01-28_15.29.02.084000
78	7	3	Aero0	FeaRaFD	171	labor8	2015-01-28_15.29.02.084000
78	1	4	Aero0	DisRaFD	171	labor8	2015-01-28_15.29.02.084000
78	3	1	Aero0	DisRaFD	230	labor8	2015-01-28_15.29.02.084000
78	8	2	Aero0	DisIAPS	230	labor8	2015-01-28_15.29.02.084000
78	4	3	Aero0	MereExp	230	labor8	2015-01-28_15.29.02.084000
78	5	4	Aero0	FeaRaFD	230	labor8	2015-01-28_15.29.02.084000
