ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
31	6	1	Water	DisIAPS	171	labor5	2015-01-21_13.01.19.528000
31	5	2	Water	FeaRaFD	171	labor5	2015-01-21_13.01.19.528000
31	4	3	Water	MereExp	171	labor5	2015-01-21_13.01.19.528000
31	7	4	Water	DisRaFD	171	labor5	2015-01-21_13.01.19.528000
31	2	1	Water	FeaRaFD	230	labor5	2015-01-21_13.01.19.528000
31	1	2	Water	DisIAPS	230	labor5	2015-01-21_13.01.19.528000
31	3	3	Water	DisRaFD	230	labor5	2015-01-21_13.01.19.528000
31	8	4	Water	MereExp	230	labor5	2015-01-21_13.01.19.528000
31	4	1	Aero0	DisIAPS	171	labor5	2015-01-21_13.01.19.528000
31	5	2	Aero0	FeaRaFD	171	labor5	2015-01-21_13.01.19.528000
31	2	3	Aero0	MereExp	171	labor5	2015-01-21_13.01.19.528000
31	3	4	Aero0	DisRaFD	171	labor5	2015-01-21_13.01.19.528000
31	1	1	Aero0	DisRaFD	230	labor5	2015-01-21_13.01.19.528000
31	7	2	Aero0	FeaRaFD	230	labor5	2015-01-21_13.01.19.528000
31	8	3	Aero0	MereExp	230	labor5	2015-01-21_13.01.19.528000
31	6	4	Aero0	DisIAPS	230	labor5	2015-01-21_13.01.19.528000
