ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
70	2	1	Water	MereExp	171	labor8	2015-01-28_12.30.57.205000
70	4	2	Water	DisRaFD	171	labor8	2015-01-28_12.30.57.205000
70	7	3	Water	DisIAPS	171	labor8	2015-01-28_12.30.57.205000
70	3	4	Water	FeaRaFD	171	labor8	2015-01-28_12.30.57.205000
70	5	1	Water	FeaRaFD	230	labor8	2015-01-28_12.30.57.205000
70	6	2	Water	DisIAPS	230	labor8	2015-01-28_12.30.57.205000
70	8	3	Water	DisRaFD	230	labor8	2015-01-28_12.30.57.205000
70	1	4	Water	MereExp	230	labor8	2015-01-28_12.30.57.205000
70	7	1	Aero0	FeaRaFD	171	labor8	2015-01-28_12.30.57.205000
70	4	2	Aero0	DisRaFD	171	labor8	2015-01-28_12.30.57.205000
70	6	3	Aero0	DisIAPS	171	labor8	2015-01-28_12.30.57.205000
70	2	4	Aero0	MereExp	171	labor8	2015-01-28_12.30.57.205000
70	1	1	Aero0	DisRaFD	230	labor8	2015-01-28_12.30.57.205000
70	3	2	Aero0	FeaRaFD	230	labor8	2015-01-28_12.30.57.205000
70	5	3	Aero0	DisIAPS	230	labor8	2015-01-28_12.30.57.205000
70	8	4	Aero0	MereExp	230	labor8	2015-01-28_12.30.57.205000
