ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
112	2	1	Water	FeaRaFD	171	labor5	2015-01-30_11.31.33.626000
112	1	2	Water	MereExp	171	labor5	2015-01-30_11.31.33.626000
112	5	3	Water	DisIAPS	171	labor5	2015-01-30_11.31.33.626000
112	4	4	Water	DisRaFD	171	labor5	2015-01-30_11.31.33.626000
112	6	1	Water	FeaRaFD	230	labor5	2015-01-30_11.31.33.626000
112	3	2	Water	DisIAPS	230	labor5	2015-01-30_11.31.33.626000
112	7	3	Water	MereExp	230	labor5	2015-01-30_11.31.33.626000
112	8	4	Water	DisRaFD	230	labor5	2015-01-30_11.31.33.626000
112	3	1	Aero0	DisIAPS	171	labor5	2015-01-30_11.31.33.626000
112	5	2	Aero0	FeaRaFD	171	labor5	2015-01-30_11.31.33.626000
112	2	3	Aero0	MereExp	171	labor5	2015-01-30_11.31.33.626000
112	4	4	Aero0	DisRaFD	171	labor5	2015-01-30_11.31.33.626000
112	8	1	Aero0	MereExp	230	labor5	2015-01-30_11.31.33.626000
112	1	2	Aero0	DisIAPS	230	labor5	2015-01-30_11.31.33.626000
112	6	3	Aero0	DisRaFD	230	labor5	2015-01-30_11.31.33.626000
112	7	4	Aero0	FeaRaFD	230	labor5	2015-01-30_11.31.33.626000
