ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
127	6	1	Water	DisRaFD	171	labor5	2015-02-03_12.58.58.578000
127	4	2	Water	MereExp	171	labor5	2015-02-03_12.58.58.578000
127	7	3	Water	FeaRaFD	171	labor5	2015-02-03_12.58.58.578000
127	2	4	Water	DisIAPS	171	labor5	2015-02-03_12.58.58.578000
127	1	1	Water	DisRaFD	230	labor5	2015-02-03_12.58.58.578000
127	3	2	Water	DisIAPS	230	labor5	2015-02-03_12.58.58.578000
127	5	3	Water	MereExp	230	labor5	2015-02-03_12.58.58.578000
127	8	4	Water	FeaRaFD	230	labor5	2015-02-03_12.58.58.578000
127	3	1	Aero0	DisIAPS	171	labor5	2015-02-03_12.58.58.578000
127	8	2	Aero0	MereExp	171	labor5	2015-02-03_12.58.58.578000
127	6	3	Aero0	FeaRaFD	171	labor5	2015-02-03_12.58.58.578000
127	1	4	Aero0	DisRaFD	171	labor5	2015-02-03_12.58.58.578000
127	5	1	Aero0	MereExp	230	labor5	2015-02-03_12.58.58.578000
127	7	2	Aero0	DisIAPS	230	labor5	2015-02-03_12.58.58.578000
127	4	3	Aero0	DisRaFD	230	labor5	2015-02-03_12.58.58.578000
127	2	4	Aero0	FeaRaFD	230	labor5	2015-02-03_12.58.58.578000
