ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
43	3	1	Water	FeaRaFD	171	labor4	2015-01-22_15.05.50.364000
43	5	2	Water	DisIAPS	171	labor4	2015-01-22_15.05.50.364000
43	4	3	Water	MereExp	171	labor4	2015-01-22_15.05.50.364000
43	1	4	Water	DisRaFD	171	labor4	2015-01-22_15.05.50.364000
43	7	1	Water	DisRaFD	230	labor4	2015-01-22_15.05.50.364000
43	6	2	Water	MereExp	230	labor4	2015-01-22_15.05.50.364000
43	2	3	Water	DisIAPS	230	labor4	2015-01-22_15.05.50.364000
43	8	4	Water	FeaRaFD	230	labor4	2015-01-22_15.05.50.364000
43	7	1	Aero0	MereExp	171	labor4	2015-01-22_15.05.50.364000
43	2	2	Aero0	FeaRaFD	171	labor4	2015-01-22_15.05.50.364000
43	5	3	Aero0	DisRaFD	171	labor4	2015-01-22_15.05.50.364000
43	1	4	Aero0	DisIAPS	171	labor4	2015-01-22_15.05.50.364000
43	3	1	Aero0	MereExp	230	labor4	2015-01-22_15.05.50.364000
43	8	2	Aero0	DisRaFD	230	labor4	2015-01-22_15.05.50.364000
43	4	3	Aero0	FeaRaFD	230	labor4	2015-01-22_15.05.50.364000
43	6	4	Aero0	DisIAPS	230	labor4	2015-01-22_15.05.50.364000
