ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
98	1	1	Water	DisIAPS	171	labor8	2015-01-29_14.30.29.272000
98	7	2	Water	MereExp	171	labor8	2015-01-29_14.30.29.272000
98	5	3	Water	FeaRaFD	171	labor8	2015-01-29_14.30.29.272000
98	8	4	Water	DisRaFD	171	labor8	2015-01-29_14.30.29.272000
98	6	1	Water	MereExp	230	labor8	2015-01-29_14.30.29.272000
98	4	2	Water	DisRaFD	230	labor8	2015-01-29_14.30.29.272000
98	3	3	Water	FeaRaFD	230	labor8	2015-01-29_14.30.29.272000
98	2	4	Water	DisIAPS	230	labor8	2015-01-29_14.30.29.272000
98	6	1	Aero0	DisRaFD	171	labor8	2015-01-29_14.30.29.272000
98	4	2	Aero0	FeaRaFD	171	labor8	2015-01-29_14.30.29.272000
98	2	3	Aero0	DisIAPS	171	labor8	2015-01-29_14.30.29.272000
98	5	4	Aero0	MereExp	171	labor8	2015-01-29_14.30.29.272000
98	8	1	Aero0	MereExp	230	labor8	2015-01-29_14.30.29.272000
98	3	2	Aero0	FeaRaFD	230	labor8	2015-01-29_14.30.29.272000
98	1	3	Aero0	DisRaFD	230	labor8	2015-01-29_14.30.29.272000
98	7	4	Aero0	DisIAPS	230	labor8	2015-01-29_14.30.29.272000
