ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
998	7	1	Water	DisIAPS	171	labor4	2015-01-16_18.53.30.769000
998	1	2	Water	MereExp	171	labor4	2015-01-16_18.53.30.769000
998	6	3	Water	DisRaFD	171	labor4	2015-01-16_18.53.30.769000
998	3	4	Water	FeaRaFD	171	labor4	2015-01-16_18.53.30.769000
998	4	1	Water	MereExp	230	labor4	2015-01-16_18.53.30.769000
998	2	2	Water	FeaRaFD	230	labor4	2015-01-16_18.53.30.769000
998	8	3	Water	DisIAPS	230	labor4	2015-01-16_18.53.30.769000
998	5	4	Water	DisRaFD	230	labor4	2015-01-16_18.53.30.769000
998	7	1	Aero0	DisIAPS	171	labor4	2015-01-16_18.53.30.769000
998	3	2	Aero0	FeaRaFD	171	labor4	2015-01-16_18.53.30.769000
998	1	3	Aero0	MereExp	171	labor4	2015-01-16_18.53.30.769000
998	8	4	Aero0	DisRaFD	171	labor4	2015-01-16_18.53.30.769000
998	4	1	Aero0	FeaRaFD	230	labor4	2015-01-16_18.53.30.769000
998	6	2	Aero0	MereExp	230	labor4	2015-01-16_18.53.30.769000
998	2	3	Aero0	DisRaFD	230	labor4	2015-01-16_18.53.30.769000
998	5	4	Aero0	DisIAPS	230	labor4	2015-01-16_18.53.30.769000
