ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
124	5	1	Water	DisIAPS	171	labor8	2015-02-02_14.03.46.829000
124	7	2	Water	FeaRaFD	171	labor8	2015-02-02_14.03.46.829000
124	2	3	Water	DisRaFD	171	labor8	2015-02-02_14.03.46.829000
124	8	4	Water	MereExp	171	labor8	2015-02-02_14.03.46.829000
124	6	1	Water	DisRaFD	230	labor8	2015-02-02_14.03.46.829000
124	4	2	Water	FeaRaFD	230	labor8	2015-02-02_14.03.46.829000
124	3	3	Water	MereExp	230	labor8	2015-02-02_14.03.46.829000
124	1	4	Water	DisIAPS	230	labor8	2015-02-02_14.03.46.829000
124	4	1	Aero0	MereExp	171	labor8	2015-02-02_14.03.46.829000
124	5	2	Aero0	DisRaFD	171	labor8	2015-02-02_14.03.46.829000
124	2	3	Aero0	FeaRaFD	171	labor8	2015-02-02_14.03.46.829000
124	1	4	Aero0	DisIAPS	171	labor8	2015-02-02_14.03.46.829000
124	7	1	Aero0	DisIAPS	230	labor8	2015-02-02_14.03.46.829000
124	8	2	Aero0	FeaRaFD	230	labor8	2015-02-02_14.03.46.829000
124	3	3	Aero0	MereExp	230	labor8	2015-02-02_14.03.46.829000
124	6	4	Aero0	DisRaFD	230	labor8	2015-02-02_14.03.46.829000
