ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
120	4	1	Water	FeaRaFD	171	labor4	2015-02-02_12.15.03.060000
120	6	2	Water	DisRaFD	171	labor4	2015-02-02_12.15.03.060000
120	2	3	Water	DisIAPS	171	labor4	2015-02-02_12.15.03.060000
120	1	4	Water	MereExp	171	labor4	2015-02-02_12.15.03.060000
120	8	1	Water	MereExp	230	labor4	2015-02-02_12.15.03.060000
120	3	2	Water	FeaRaFD	230	labor4	2015-02-02_12.15.03.060000
120	5	3	Water	DisRaFD	230	labor4	2015-02-02_12.15.03.060000
120	7	4	Water	DisIAPS	230	labor4	2015-02-02_12.15.03.060000
120	5	1	Aero0	DisRaFD	171	labor4	2015-02-02_12.15.03.060000
120	1	2	Aero0	DisIAPS	171	labor4	2015-02-02_12.15.03.060000
120	4	3	Aero0	MereExp	171	labor4	2015-02-02_12.15.03.060000
120	2	4	Aero0	FeaRaFD	171	labor4	2015-02-02_12.15.03.060000
120	7	1	Aero0	MereExp	230	labor4	2015-02-02_12.15.03.060000
120	3	2	Aero0	FeaRaFD	230	labor4	2015-02-02_12.15.03.060000
120	8	3	Aero0	DisRaFD	230	labor4	2015-02-02_12.15.03.060000
120	6	4	Aero0	DisIAPS	230	labor4	2015-02-02_12.15.03.060000
