ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
16	1	1	Water	DisRaFD	171	labor5	2015-01-20_11.59.43.500000
16	6	2	Water	DisIAPS	171	labor5	2015-01-20_11.59.43.500000
16	4	3	Water	MereExp	171	labor5	2015-01-20_11.59.43.500000
16	8	4	Water	FeaRaFD	171	labor5	2015-01-20_11.59.43.500000
16	2	1	Water	MereExp	230	labor5	2015-01-20_11.59.43.500000
16	5	2	Water	DisIAPS	230	labor5	2015-01-20_11.59.43.500000
16	7	3	Water	DisRaFD	230	labor5	2015-01-20_11.59.43.500000
16	3	4	Water	FeaRaFD	230	labor5	2015-01-20_11.59.43.500000
16	5	1	Aero0	DisRaFD	171	labor5	2015-01-20_11.59.43.500000
16	1	2	Aero0	FeaRaFD	171	labor5	2015-01-20_11.59.43.500000
16	6	3	Aero0	DisIAPS	171	labor5	2015-01-20_11.59.43.500000
16	4	4	Aero0	MereExp	171	labor5	2015-01-20_11.59.43.500000
16	8	1	Aero0	MereExp	230	labor5	2015-01-20_11.59.43.500000
16	3	2	Aero0	DisRaFD	230	labor5	2015-01-20_11.59.43.500000
16	7	3	Aero0	FeaRaFD	230	labor5	2015-01-20_11.59.43.500000
16	2	4	Aero0	DisIAPS	230	labor5	2015-01-20_11.59.43.500000
