ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
113	3	1	Water	DisRaFD	171	labor2	2015-01-30_11.35.12.922000
113	6	2	Water	DisIAPS	171	labor2	2015-01-30_11.35.12.922000
113	8	3	Water	FeaRaFD	171	labor2	2015-01-30_11.35.12.922000
113	2	4	Water	MereExp	171	labor2	2015-01-30_11.35.12.922000
113	1	1	Water	DisIAPS	230	labor2	2015-01-30_11.35.12.922000
113	7	2	Water	DisRaFD	230	labor2	2015-01-30_11.35.12.922000
113	4	3	Water	MereExp	230	labor2	2015-01-30_11.35.12.922000
113	5	4	Water	FeaRaFD	230	labor2	2015-01-30_11.35.12.922000
113	2	1	Aero0	DisIAPS	171	labor2	2015-01-30_11.35.12.922000
113	8	2	Aero0	MereExp	171	labor2	2015-01-30_11.35.12.922000
113	6	3	Aero0	DisRaFD	171	labor2	2015-01-30_11.35.12.922000
113	7	4	Aero0	FeaRaFD	171	labor2	2015-01-30_11.35.12.922000
113	3	1	Aero0	FeaRaFD	230	labor2	2015-01-30_11.35.12.922000
113	1	2	Aero0	DisRaFD	230	labor2	2015-01-30_11.35.12.922000
113	4	3	Aero0	DisIAPS	230	labor2	2015-01-30_11.35.12.922000
113	5	4	Aero0	MereExp	230	labor2	2015-01-30_11.35.12.922000
