ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
66	6	1	Water	DisRaFD	171	labor4	2015-01-28_11.43.14.281000
66	2	2	Water	DisIAPS	171	labor4	2015-01-28_11.43.14.281000
66	4	3	Water	MereExp	171	labor4	2015-01-28_11.43.14.281000
66	7	4	Water	FeaRaFD	171	labor4	2015-01-28_11.43.14.281000
66	5	1	Water	DisRaFD	230	labor4	2015-01-28_11.43.14.281000
66	1	2	Water	FeaRaFD	230	labor4	2015-01-28_11.43.14.281000
66	8	3	Water	MereExp	230	labor4	2015-01-28_11.43.14.281000
66	3	4	Water	DisIAPS	230	labor4	2015-01-28_11.43.14.281000
66	1	1	Aero0	DisIAPS	171	labor4	2015-01-28_11.43.14.281000
66	3	2	Aero0	DisRaFD	171	labor4	2015-01-28_11.43.14.281000
66	8	3	Aero0	MereExp	171	labor4	2015-01-28_11.43.14.281000
66	2	4	Aero0	FeaRaFD	171	labor4	2015-01-28_11.43.14.281000
66	4	1	Aero0	DisIAPS	230	labor4	2015-01-28_11.43.14.281000
66	6	2	Aero0	MereExp	230	labor4	2015-01-28_11.43.14.281000
66	5	3	Aero0	FeaRaFD	230	labor4	2015-01-28_11.43.14.281000
66	7	4	Aero0	DisRaFD	230	labor4	2015-01-28_11.43.14.281000
