ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
20	2	1	Water	FeaRaFD	171	labor5	2015-01-20_16.27.02.606000
20	7	2	Water	DisRaFD	171	labor5	2015-01-20_16.27.02.606000
20	5	3	Water	MereExp	171	labor5	2015-01-20_16.27.02.606000
20	4	4	Water	DisIAPS	171	labor5	2015-01-20_16.27.02.606000
20	6	1	Water	DisIAPS	230	labor5	2015-01-20_16.27.02.606000
20	3	2	Water	DisRaFD	230	labor5	2015-01-20_16.27.02.606000
20	8	3	Water	FeaRaFD	230	labor5	2015-01-20_16.27.02.606000
20	1	4	Water	MereExp	230	labor5	2015-01-20_16.27.02.606000
20	3	1	Aero0	DisRaFD	171	labor5	2015-01-20_16.27.02.606000
20	8	2	Aero0	FeaRaFD	171	labor5	2015-01-20_16.27.02.606000
20	7	3	Aero0	MereExp	171	labor5	2015-01-20_16.27.02.606000
20	1	4	Aero0	DisIAPS	171	labor5	2015-01-20_16.27.02.606000
20	4	1	Aero0	MereExp	230	labor5	2015-01-20_16.27.02.606000
20	6	2	Aero0	FeaRaFD	230	labor5	2015-01-20_16.27.02.606000
20	2	3	Aero0	DisIAPS	230	labor5	2015-01-20_16.27.02.606000
20	5	4	Aero0	DisRaFD	230	labor5	2015-01-20_16.27.02.606000
