ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
15	1	1	Water	DisIAPS	171	labor8	2015-01-20_11.59.34.490000
15	7	2	Water	DisRaFD	171	labor8	2015-01-20_11.59.34.490000
15	4	3	Water	FeaRaFD	171	labor8	2015-01-20_11.59.34.490000
15	3	4	Water	MereExp	171	labor8	2015-01-20_11.59.34.490000
15	6	1	Water	MereExp	230	labor8	2015-01-20_11.59.34.490000
15	2	2	Water	DisRaFD	230	labor8	2015-01-20_11.59.34.490000
15	8	3	Water	FeaRaFD	230	labor8	2015-01-20_11.59.34.490000
15	5	4	Water	DisIAPS	230	labor8	2015-01-20_11.59.34.490000
15	3	1	Aero0	DisIAPS	171	labor8	2015-01-20_11.59.34.490000
15	8	2	Aero0	MereExp	171	labor8	2015-01-20_11.59.34.490000
15	6	3	Aero0	FeaRaFD	171	labor8	2015-01-20_11.59.34.490000
15	2	4	Aero0	DisRaFD	171	labor8	2015-01-20_11.59.34.490000
15	1	1	Aero0	MereExp	230	labor8	2015-01-20_11.59.34.490000
15	7	2	Aero0	DisRaFD	230	labor8	2015-01-20_11.59.34.490000
15	4	3	Aero0	FeaRaFD	230	labor8	2015-01-20_11.59.34.490000
15	5	4	Aero0	DisIAPS	230	labor8	2015-01-20_11.59.34.490000
