ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
30	1	1	Water	FeaRaFD	171	labor2	2015-01-21_12.19.45.398000
30	6	2	Water	DisIAPS	171	labor2	2015-01-21_12.19.45.398000
30	7	3	Water	MereExp	171	labor2	2015-01-21_12.19.45.398000
30	8	4	Water	DisRaFD	171	labor2	2015-01-21_12.19.45.398000
30	3	1	Water	DisIAPS	230	labor2	2015-01-21_12.19.45.398000
30	4	2	Water	MereExp	230	labor2	2015-01-21_12.19.45.398000
30	2	3	Water	FeaRaFD	230	labor2	2015-01-21_12.19.45.398000
30	5	4	Water	DisRaFD	230	labor2	2015-01-21_12.19.45.398000
30	2	1	Aero0	MereExp	171	labor2	2015-01-21_12.19.45.398000
30	8	2	Aero0	FeaRaFD	171	labor2	2015-01-21_12.19.45.398000
30	4	3	Aero0	DisIAPS	171	labor2	2015-01-21_12.19.45.398000
30	7	4	Aero0	DisRaFD	171	labor2	2015-01-21_12.19.45.398000
30	1	1	Aero0	MereExp	230	labor2	2015-01-21_12.19.45.398000
30	6	2	Aero0	FeaRaFD	230	labor2	2015-01-21_12.19.45.398000
30	3	3	Aero0	DisRaFD	230	labor2	2015-01-21_12.19.45.398000
30	5	4	Aero0	DisIAPS	230	labor2	2015-01-21_12.19.45.398000
