ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
130	5	1	Water	DisIAPS	171	labor5	2015-02-04_11.27.34.604000
130	2	2	Water	DisRaFD	171	labor5	2015-02-04_11.27.34.604000
130	7	3	Water	MereExp	171	labor5	2015-02-04_11.27.34.604000
130	8	4	Water	FeaRaFD	171	labor5	2015-02-04_11.27.34.604000
130	6	1	Water	MereExp	230	labor5	2015-02-04_11.27.34.604000
130	4	2	Water	DisIAPS	230	labor5	2015-02-04_11.27.34.604000
130	1	3	Water	FeaRaFD	230	labor5	2015-02-04_11.27.34.604000
130	3	4	Water	DisRaFD	230	labor5	2015-02-04_11.27.34.604000
130	1	1	Aero0	FeaRaFD	171	labor5	2015-02-04_11.27.34.604000
130	6	2	Aero0	DisIAPS	171	labor5	2015-02-04_11.27.34.604000
130	7	3	Aero0	MereExp	171	labor5	2015-02-04_11.27.34.604000
130	5	4	Aero0	DisRaFD	171	labor5	2015-02-04_11.27.34.604000
130	3	1	Aero0	DisRaFD	230	labor5	2015-02-04_11.27.34.604000
130	8	2	Aero0	MereExp	230	labor5	2015-02-04_11.27.34.604000
130	4	3	Aero0	FeaRaFD	230	labor5	2015-02-04_11.27.34.604000
130	2	4	Aero0	DisIAPS	230	labor5	2015-02-04_11.27.34.604000
