ParticipantNumber	Choice	Position	Category	correspondingUS	correspondingTimePCName	timeStamp
139	3	1	Water	DisRaFD	171	labor4	2015-02-05_15.44.45.485000
139	7	2	Water	MereExp	171	labor4	2015-02-05_15.44.45.485000
139	5	3	Water	FeaRaFD	171	labor4	2015-02-05_15.44.45.485000
139	4	4	Water	DisIAPS	171	labor4	2015-02-05_15.44.45.485000
139	1	1	Water	MereExp	230	labor4	2015-02-05_15.44.45.485000
139	8	2	Water	FeaRaFD	230	labor4	2015-02-05_15.44.45.485000
139	2	3	Water	DisIAPS	230	labor4	2015-02-05_15.44.45.485000
139	6	4	Water	DisRaFD	230	labor4	2015-02-05_15.44.45.485000
139	1	1	Aero0	DisRaFD	171	labor4	2015-02-05_15.44.45.485000
139	2	2	Aero0	FeaRaFD	171	labor4	2015-02-05_15.44.45.485000
139	3	3	Aero0	MereExp	171	labor4	2015-02-05_15.44.45.485000
139	4	4	Aero0	DisIAPS	171	labor4	2015-02-05_15.44.45.485000
139	8	1	Aero0	FeaRaFD	230	labor4	2015-02-05_15.44.45.485000
139	5	2	Aero0	DisRaFD	230	labor4	2015-02-05_15.44.45.485000
139	7	3	Aero0	DisIAPS	230	labor4	2015-02-05_15.44.45.485000
139	6	4	Aero0	MereExp	230	labor4	2015-02-05_15.44.45.485000
