Sequenz
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Position" "Shape" 
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   3   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   6   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   2   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   4   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   5   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   2   2
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   6   2
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   5   2
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   3   2
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   4   2
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   2
---
freies.Generieren
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Shape" "Reaktion"
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   2   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   2   4
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   2   6
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   2   2
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   2   3
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   2   6
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   2   1   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   2   1   3
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   2   1   5
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   2   1   6
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   2   1   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   2   1   2
---
Lernphase
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Trial.Nr" "Shape" "Reaktion" "Reaktionszeit" "Position" "korrekt"
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   1   2   2 1001   2   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   2   2   6 807   6   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   3   2   5 947   5   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   4   2   4 860   4   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   5   2   1 711   1   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   6   2   2 694   2   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   7   2   6 633   6   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   8   2   4 712   4   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1   9   2   1 693   1   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  10   2   2 722   2   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  11   2   1 759   1   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  12   2   2 675   2   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  13   2   6 644   6   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  14   2   5 748   5   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  15   2   2 670   3   0
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  16   2   4 1862   4   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  17   2   1 800   1   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  18   2   2 858   2   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  19   2   6 728   6   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  20   2   3 921   3   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  21   2   5 859   5   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  22   2   3 1088   3   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  23   2   4 983   4   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  24   2   1 812   1   1
Pudel8  46   1   2   0  24   2   1   1   1 PSYCHOLOGIE   1  25   2   2 860   2   1
