Sequenz
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Position" "Shape" 
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   3   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   6   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   2   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   4   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   5   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   2   2
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   6   2
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   5   2
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   3   2
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   4   2
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   2
---
freies.Generieren
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Shape" "Reaktion"
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   1   3
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   1   5
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   1   3
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   1   5
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   1   6
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   1   4
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   2   2   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   2   2   3
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   2   2   4
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   2   2   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   2   2   2
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   2   2   4
---
Lernphase
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Trial.Nr" "Shape" "Reaktion" "Reaktionszeit" "Position" "korrekt"
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   1   1   6 677   6   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   2   1   2 2165   2   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   3   1   6 685   6   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   4   1   2 681   2   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   5   1   4 1203   4   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   6   1   6 663   6   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   7   1   4 890   4   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   8   1   5 713   5   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1   9   1   1 758   1   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  10   1   5 981   5   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  11   1   1 736   1   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  12   1   3 836   3   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  13   1   6 687   6   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  14   1   2 677   2   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  15   1   4 1118   4   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  16   1   2 673   3   0
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  17   1   2 1182   2   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  18   1   5 864   5   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  19   1   1 755   1   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  20   1   6 732   6   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  21   1   1 640   1   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  22   1   6 963   6   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  23   1   5 820   5   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  24   1   3 1122   3   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  25   1   6 682   6   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  26   1   2 985   2   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  27   1   1 672   1   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  28   1   3 928   3   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  29   1   6 649   6   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  30   1   4 709   4   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  31   1   5 821   5   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  32   1   1 951   1   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  33   1   3 712   3   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  34   1   6 699   6   1
Pudel8  69   2   1   1  18   1   1   1   1 PSYCHOLGOGIE   1  35   1   2 606   2   1
