Sequenz
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Position" "Shape" 
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   2   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   6   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   5   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   3   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   4   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   3   2
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   6   2
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   2   2
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   4   2
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   5   2
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   2
---
freies.Generieren
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Shape" "Reaktion"
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   2   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   2   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   2   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   2   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   2   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   2   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   2   1   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   2   1   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   2   1   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   2   1   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   2   1   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   2   1   0
---
Lernphase
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Trial.Nr" "Shape" "Reaktion" "Reaktionszeit" "Position" "korrekt"
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   1   2   2 1020   3   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   2   2   2 859   2   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   3   2   5 925   4   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   4   2   1 818   1   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   5   2   3 1637   3   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   6   2   6 741   6   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   7   2   2 747   2   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   8   2   5 1122   4   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1   9   2   3 899   2   0
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  10   2   3 1845   3   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  11   2   4 1480   4   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  12   2   5 781   5   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  13   2   1 734   1   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  14   2   6 711   6   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  15   2   2 787   2   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  16   2   4 1535   4   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  17   2   5 831   5   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  18   2   1 708   1   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  19   2   2 718   2   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  20   2   1 681   1   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  21   2   4 880   4   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  22   2   3 715   3   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  23   2   6 666   6   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  24   2   3 782   3   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  25   2   6 632   6   1
Pudel8  33   2   2   0  21   1   1   1   1 PSYCHOLOGIEBB   1  26   2   2 723   2   1
