Sequenz
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Position" "Shape" 
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   2   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   6   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   5   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   3   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   4   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   3   2
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   6   2
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   2   2
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   4   2
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   5   2
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   2
---
freies.Generieren
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Shape" "Reaktion"
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   1   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   1   5
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   1   3
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   1   6
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   1   4
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   1   5
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   2   2   3
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   2   2   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   2   2   4
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   2   2   6
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   2   2   2
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   2   2   5
---
Lernphase
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Trial.Nr" "Shape" "Reaktion" "Reaktionszeit" "Position" "korrekt"
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   1   1   6 3330   6   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   2   1   1 762   1   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   3   1   2 840   2   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   4   1   3 1140   3   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   5   1   4 734   4   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   6   1   1 1045   1   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   7   1   2 784   2   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   8   1   6 730   6   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1   9   1   5 581   5   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  10   1   2 891   3   0
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  11   1   5 973   4   0
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  12   1   1 975   1   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  13   1   2 1677   2   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  14   1   6 815   6   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  15   1   5 748   5   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  16   1   3 1045   3   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  17   1   1 1089   1   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  18   1   2 762   2   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  19   1   1 789   1   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  20   1   2 743   2   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  21   1   3 1147   3   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  22   1   6 951   6   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  23   1   2 907   2   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  24   1   6 810   6   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  25   1   5 830   5   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  26   1   2 931   3   0
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  27   1   1 1231   4   0
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  28   1   1 1875   1   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  29   1   2 735   2   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  30   1   6 1078   6   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  31   1   4 1905   4   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  32   1   3 799   3   1
Pudel8  66   1   1   1  21   1   1   1   1 PSSYCHOLOGIE   1  33   1   5 943   5   1
