Sequenz
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Position" "Shape" 
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   2   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   6   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   5   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   3   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   4   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   3   2
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   6   2
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   2   2
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   4   2
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   5   2
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   2
---
freies.Generieren
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Shape" "Reaktion"
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   2   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   2   2
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   2   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   2   5
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   2   4
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   2   2
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   2   1   6
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   2   1   3
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   2   1   5
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   2   1   4
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   2   1   6
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   2   1   2
---
Lernphase
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Trial.Nr" "Shape" "Reaktion" "Reaktionszeit" "Position" "korrekt"
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   1   2   1 1120   1   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   2   2   3 840   3   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   3   2   6 693   6   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   4   2   3 865   3   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   5   2   6 661   6   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   6   2   4 817   4   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   7   2   5 598   5   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   8   2   1 641   1   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1   9   2   3 696   3   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  10   2   1 680   1   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  11   2   3 594   3   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  12   2   6 658   6   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  13   2   3 788   3   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  14   2   6 666   6   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  15   2   1 758   1   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  16   2   3 962   3   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  17   2   6 641   6   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  18   2   2 926   2   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  19   2   4 927   4   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  20   2   5 753   5   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  21   2   1 694   1   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  22   2   3 657   3   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  23   2   6 611   6   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  24   2   1 738   1   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  25   2   2 715   2   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  26   2   4 873   4   1
Pudel8  78   2   2   1  26   1   1   1   1 BSCPSYCHOLOGIE   1  27   2   6 672   6   1
