experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	112	-1	5	brady	2	1	target	1	1	1940	4	2929	doorknocker_4.bmp	20	3	3	3	26	26	50	0	34,000000	50	29	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	112	-1	5	brady	1	2	lure	1	0	2764	4	1857	printer_16.bmp	45	0	4	3	0	0	0	0	0,000000	0	29	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	112	-1	5	brady	2	1	lure	1	0	1645	3	1657	hammer_15.bmp	31	0	5	2	0	0	0	0	0,000000	0	29	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	112	-1	5	brady	2	2	target	1	1	1362	4	1056	cake_14.bmp	8	3	8	4	30	42	42	0	38,000000	42	29	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	112	-1	5	brady	2	1	lure	1	0	893	4	1046	circuitboard_13.bmp	17	0	6	2	0	0	0	0	0,000000	0	29	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	112	-1	5	brady	1	1	lure	2	1	1248	3	1212	hairdryer_12.bmp	30	0	2	2	0	0	0	0	0,000000	0	29	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	112	-1	5	brady	3	3	lure	1	0	1399	4	1058	rollerskates_2.bmp	48	0	3	2	0	0	0	0	0,000000	0	29	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	112	-1	5	brady	2	1	lure	2	1	1717	3	799	glove_10.bmp	26	0	4	1	0	0	0	0	0,000000	0	29	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	112	-1	5	brady	3	3	lure	2	1	1460	3	1320	orifan_14.bmp	40	0	4	2	0	0	0	0	0,000000	0	29	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	112	-1	5	brady	1	2	lure	2	1	1860	3	1330	cellphone_11.bmp	13	0	4	3	0	0	0	0	0,000000	0	29	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	112	-1	5	brady	1	1	lure	1	0	1347	4	880	shoe_13.bmp	54	0	2	1	0	0	0	0	0,000000	0	29	1	1	1	1	PSYCHOLOGIE
