experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	15	-1	4	migo	1	1	lure	2	1	1774	4	2272	Jigsaw10.bmp	24	0	3	1	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	3	3	target	1	1	1460	3	1523	Holly20.bmp	23	3	6	4	15	15	31	0	20,000000	31	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	1	2	lure	1	0	10193	2	1280	Present14.bmp	37	0	2	2	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	2	1	lure	1	0	1447	3	1740	Fudge20.bmp	18	0	4	2	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	2	2	target	1	1	1261	3	1218	Ginger3.bmp	19	3	8	4	5	29	29	0	21,000000	29	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	1	1	target	2	0	1046	2	1130	Keys5.bmp	26	1	1	1	5	0	0	0	5,000000	5	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	2	2	target	1	1	1068	4	2061	Bun12.bmp	6	3	9	4	21	38	38	0	32,000000	38	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	2	1	target	2	0	865	2	1029	Shell5.bmp	40	3	3	3	3	3	34	0	13,000000	34	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	2	2	lure	2	1	1584	3	1400	Candle10.bmp	9	0	7	4	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	3	3	lure	2	1	1298	2	981	Bag25.bmp	2	0	3	2	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	2	2	lure	1	0	1374	2	1457	Strawberry14.bmp	43	0	8	4	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	1	2	target	1	1	1470	3	1145	Feather18.bmp	15	1	9	4	10	0	0	0	10,000000	10	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	1	1	lure	2	1	1085	3	1931	Car12.bmp	10	0	2	1	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	1	2	target	2	0	1160	3	991	Chocolate24.bmp	12	1	10	4	12	0	0	0	12,000000	12	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	2	1	target	2	0	1556	2	1660	Coins10.bmp	13	2	1	1	35	35	0	0	35,000000	35	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	1	2	lure	1	0	1071	3	1561	Tomato12.bmp	47	0	4	3	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	2	1	lure	2	1	706	3	920	Button10.bmp	7	0	6	2	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	1	1	target	1	1	1268	2	1844	Biscuit20.bmp	3	1	1	1	33	0	0	0	33,000000	33	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	3	3	lure	1	0	1642	3	1206	Screw9.bmp	39	0	3	2	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	migo	3	3	target	1	1	1222	3	793	Daff1.bmp	14	2	7	3	13	27	0	0	20,000000	27	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	1	1	lure	2	1	944	4	1982	ameise	13	0	3	1	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	3	3	target	2	0	898	4	708	arzt	11	1	5	3	42	0	0	0	42,000000	42	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	2	2	target	2	0	1048	3	789	klarinette	14	3	9	4	13	13	37	0	21,000000	37	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	2	1	lure	2	1	811	3	1067	hose	5	0	4	2	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	3	3	target	2	0	1491	3	748	terrier	46	2	5	3	28	28	0	0	28,000000	28	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	1	1	target	1	1	2763	1	1900	mathematik	19	1	1	1	58	0	0	0	58,000000	58	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	1	2	lure	2	1	1090	3	2036	rot	49	0	2	2	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	1	2	lure	2	1	1377	4	1468	küchenwaage	68	0	4	3	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	2	1	target	2	0	1331	3	1308	blockhaus	23	4	1	1	29	29	63	63	46,000000	63	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	2	1	target	1	1	1522	3	883	gepard	40	4	3	3	30	30	56	56	43,000000	56	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	3	3	lure	1	0	2939	3	2035	büroklammer	32	0	3	2	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	2	2	target	2	0	1292	3	875	majoran	25	4	6	4	26	26	39	39	32,000000	39	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	1	1	lure	1	0	1001	1	1238	windpocken	22	0	3	1	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	15	-1	4	words	2	2	lure	2	1	1198	3	1033	tag	71	0	9	4	0	0	0	0	0,000000	0	25	1	1	1	1	PSYCHOLOGIE
