experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	10	-1	1	words	2	2	target	2	0	2410	3	2311	karamell	55	3	8	4	25	56	56	0	45,000000	56	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	1	2	lure	2	1	1961	3	1323	venus	60	0	3	3	0	0	0	0	0,000000	0	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	1	1	lure	1	0	1648	3	1030	banane	3	0	3	1	0	0	0	0	0,000000	0	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	1	1	target	2	0	2101	4	1029	regal	6	1	2	1	25	0	0	0	25,000000	25	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	3	3	target	2	0	2245	2	1351	tempel	52	2	6	4	5	45	0	0	25,000000	45	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	1	2	target	2	0	2943	4	1387	england	18	1	9	4	31	0	0	0	31,000000	31	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	2	1	target	1	1	1504	3	901	wasserstoff	48	3	1	1	21	21	43	0	28,000000	43	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	2	1	target	2	0	1582	2	1033	rot	49	3	0	0	27	27	50	0	34,000000	50	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	1	2	target	1	1	2294	3	974	zug	34	1	9	4	4	0	0	0	4,000000	4	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	3	3	lure	1	0	1692	4	1015	horrorfilm	59	0	4	2	0	0	0	0	0,000000	0	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	3	3	target	2	0	1904	3	879	messing	15	3	5	3	1	46	46	0	31,000000	46	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	2	2	lure	2	1	2222	3	1269	pfennig	47	0	8	4	0	0	0	0	0,000000	0	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	3	3	lure	1	0	1131	4	1008	computer	33	0	4	2	0	0	0	0	0,000000	0	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	2	1	lure	1	0	1310	3	1023	hessen	41	0	6	2	0	0	0	0	0,000000	0	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	3	3	target	2	0	1765	3	1037	fernsehen	27	1	5	4	51	0	0	0	51,000000	51	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	-1	1	words	1	1	target	2	0	1554	2	825	sehen	65	1	1	1	44	0	0	0	44,000000	44	31	2	1	1	1	PSYCHOLOGIE
