experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	105	-1	3	migo	3	3	target	1	1	1810	3	2260	Leaf10.bmp	27	2	6	4	40	40	0	0	40,000000	40	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	1	2	lure	2	1	1255	2	1161	Bracelet18.bmp	4	0	4	3	0	0	0	0	0,000000	0	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	1	1	lure	2	1	1337	4	1046	Key11.bmp	25	0	2	2	0	0	0	0	0,000000	0	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	2	1	target	1	1	3478	4	1000	Coins12.bmp	13	3	1	1	3	39	39	0	27,000000	39	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	2	1	lure	1	0	846	4	1393	Plug18.bmp	36	0	4	1	0	0	0	0	0,000000	0	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	1	2	target	1	1	1950	4	1387	Star1.bmp	42	1	10	4	13	0	0	0	13,000000	13	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	3	3	target	2	0	2043	1	1030	Scissors1.bmp	38	2	6	3	21	27	0	0	24,000000	27	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	1	1	target	1	1	2109	3	1196	Feather18.bmp	15	1	1	1	2	0	0	0	2,000000	2	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	2	1	lure	2	1	1744	2	1249	Car12.bmp	10	0	6	3	0	0	0	0	0,000000	0	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	2	2	lure	1	0	1300	3	1337	Chilli11.bmp	11	0	7	4	0	0	0	0	0,000000	0	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	2	1	target	1	1	1300	4	956	Fork8.bmp	17	3	3	3	8	34	34	0	25,000000	34	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	3	3	lure	1	0	1142	3	1025	Bun5.bmp	6	0	3	2	0	0	0	0	0,000000	0	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	3	3	lure	1	0	2459	2	813	Mushroom7.bmp	30	0	3	2	0	0	0	0	0,000000	0	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	-1	3	migo	1	1	lure	1	0	1106	1	877	Man10.bmp	29	0	3	1	0	0	0	0	0,000000	0	19	1	1	1	1	PSYCHOLOGIE
