experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	116	-1	2	words	1	1	target	2	0	1735	4	2082	bombe	36	1	1	1	45	0	0	0	45,000000	45	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	1	2	target	2	0	2786	4	874	volvo	30	1	9	4	2	0	0	0	2,000000	2	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	3	3	lure	2	1	1402	4	1121	monopoly	57	0	3	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	1	target	1	1	1394	2	897	silber	15	3	0	0	14	14	54	0	27,000000	54	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	2	lure	1	0	1216	3	1074	büroklammer	32	0	9	4	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	1	2	lure	2	1	1757	3	853	stricknadel	70	0	2	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	1	1	lure	1	0	1169	1	1338	flasche	31	0	2	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	2	lure	2	1	1326	2	1061	elbe	17	0	9	4	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	2	target	1	1	1456	4	1292	windpocken	22	3	7	4	21	36	36	0	31,000000	36	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	2	target	2	0	1195	3	1378	arzt	11	3	7	3	12	61	61	0	44,000000	61	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	3	3	lure	1	0	1786	3	1323	wolle	24	0	3	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	1	lure	2	1	1148	2	1031	lunge	42	0	4	1	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	3	3	target	1	1	2154	3	1193	ameise	13	1	5	4	11	0	0	0	11,000000	11	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	3	3	lure	2	1	1333	2	968	roggen	64	0	3	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	1	1	lure	2	1	1508	3	1711	küchenwaage	68	0	2	1	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	2	lure	2	1	1491	3	2017	bohnen	2	0	8	4	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	1	target	1	1	1377	4	1210	vampir	50	4	3	3	22	22	42	42	32,000000	42	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	3	3	target	1	1	1414	4	1101	cent	47	3	6	3	8	55	55	0	39,000000	55	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	1	target	2	0	1101	2	1189	fühlen	65	2	0	0	5	35	0	0	20,000000	35	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	3	3	target	1	1	1401	2	963	fink	9	2	5	4	32	32	0	0	32,000000	32	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	1	1	lure	2	1	1250	2	874	wassermann	39	0	2	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	1	2	lure	2	1	1258	3	897	fußball	8	0	3	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	2	target	1	1	1374	3	1087	zange	4	3	8	4	20	20	53	0	31,000000	53	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	1	2	target	2	0	1150	3	1469	hose	5	1	10	4	62	0	0	0	62,000000	62	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	1	lure	1	0	1919	3	1221	hessen	41	0	5	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	1	2	lure	2	1	1142	2	1325	theater	58	0	2	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	1	1	target	2	0	1491	2	1065	kopf	1	1	1	1	17	0	0	0	17,000000	17	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	1	1	target	1	1	1701	3	950	dänemark	18	1	1	1	28	0	0	0	28,000000	28	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	1	2	target	1	1	1519	3	1076	lesen	26	1	9	4	6	0	0	0	6,000000	6	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	words	2	1	lure	2	1	2416	2	1291	panther	40	0	5	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	1	2	lure	1	0	1934	3	1001	lawnmower_13.bmp	37	0	3	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	2	1	lure	1	0	1202	3	797	videogamecontroller_13.bmp	68	0	8	4	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	3	3	lure	1	0	1581	3	903	scooter_4.bmp	53	0	3	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	2	2	lure	2	1	1496	2	1021	leatherman_5.bmp	38	0	8	4	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	1	1	lure	2	1	1142	2	1735	flashlight_13.bmp	23	0	2	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	2	1	lure	2	1	1551	2	1014	saltpeppershake_12.bmp	52	0	6	3	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	1	1	lure	2	1	2219	2	898	babycrib_5.bmp	2	0	3	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	2	1	lure	2	1	1381	2	1129	mic_10.bmp	39	0	6	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	2	2	target	1	1	1465	3	1188	bowlingpin_4.bmp	7	3	7	4	11	11	34	0	18,000000	34	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	1	1	target	2	0	1112	3	780	speaker_4.bmp	60	1	1	1	26	0	0	0	26,000000	26	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	3	3	target	1	1	1158	3	1337	easteregg_14.bmp	21	2	5	3	46	46	0	0	46,000000	46	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	2	1	target	1	1	1000	4	1100	glasses_6.bmp	25	3	0	0	12	12	33	0	19,000000	33	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	1	2	lure	2	1	1288	4	2438	cat_10.bmp	12	0	3	2	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	1	1	target	1	1	1253	3	1222	skateboard_15.bmp	57	1	2	1	11	0	0	0	11,000000	11	22	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	116	-1	2	brady	2	2	lure	1	0	1287	3	1119	jacket_11.bmp	35	0	8	4	0	0	0	0	0,000000	0	22	1	1	1	1	PSYCHOLOGIE
