sid,bid,tid,target,target_location,array_location,option_1,option_2,option_3,option_4,option_5,option_6,response,response_time,target_duration,response_deadline,error
16,1,1,5,5,6,1,3,0,4,2,5,6,0.6226,0.12,1.2,0
16,1,2,0,1,1,0,2,1,5,3,4,1,0.6825,0.12,1.2,0
16,1,3,1,3,6,3,2,5,0,4,1,3,0.7733,0.12,1.2,1
16,1,4,4,2,5,1,0,2,3,4,5,5,1.044,0.12,1.2,0
16,1,5,5,5,2,0,5,1,4,3,2,2,0.7,0.12,1.2,0
16,1,6,0,0,4,1,5,3,0,4,2,4,1.1206,0.12,1.2,0
16,1,7,1,4,6,0,2,5,4,3,1,6,0.6426,0.12,1.2,0
16,1,8,4,5,1,4,3,5,1,2,0,1,0.7757,0.12,1.2,0
16,1,9,0,3,6,1,4,3,5,2,0,6,0.6034,0.12,1.2,0
16,1,10,1,1,5,5,4,2,0,1,3,5,0.7186,0.12,1.2,0
16,1,11,2,3,6,3,5,1,4,0,2,6,0.6381,0.12,1.2,0
16,1,12,3,0,3,5,1,3,0,2,4,3,0.9718,0.12,1.2,0
16,1,13,5,4,5,0,2,4,3,5,1,5,0.6195,0.12,1.2,0
16,1,14,0,1,1,0,5,4,3,1,2,1,0.6297,0.12,1.2,0
16,1,15,1,5,3,5,2,1,0,3,4,3,0.8326,0.12,1.2,0
16,1,16,4,2,6,3,5,0,2,1,4,6,0.6856,0.12,1.2,0
16,1,17,2,5,3,0,1,2,4,3,5,3,0.7882,0.12,1.2,0
16,1,18,3,1,2,2,3,5,1,0,4,2,0.7144,0.12,1.2,0
16,1,19,5,2,6,1,0,4,2,3,5,6,0.6285,0.12,1.2,0
16,1,20,2,5,1,2,4,0,5,3,1,1,0.6136,0.12,1.2,0
16,1,21,5,0,4,0,4,1,5,2,3,4,0.9394,0.12,1.2,0
16,1,22,0,4,2,5,0,4,1,2,3,2,0.5891,0.12,1.2,0
16,1,23,1,1,5,0,4,3,2,1,5,5,0.7144,0.12,1.2,0
16,1,24,4,2,4,3,1,5,4,0,2,4,0.8347,0.12,1.2,0
16,1,25,2,1,6,1,3,4,0,5,2,6,0.6822,0.11,1.175,0
16,1,26,3,3,4,1,4,2,3,5,0,5,0.5548,0.11,1.175,1
16,1,27,5,2,3,1,4,5,2,3,0,3,0.9329,0.11,1.175,0
16,1,28,1,5,6,3,2,5,4,0,1,6,0.7567,0.11,1.175,0
16,1,29,4,0,5,2,1,0,5,4,3,5,0.7643,0.11,1.175,0
16,1,30,5,5,6,4,2,3,0,1,5,6,0.5504,0.11,1.175,0
16,1,31,4,0,5,1,3,0,5,4,2,5,0.7967,0.11,1.175,0
16,1,32,0,4,4,1,2,4,0,5,3,4,0.602,0.11,1.175,0
16,1,33,5,5,1,5,2,0,4,3,1,1,0.7848,0.11,1.175,0
16,1,34,0,2,3,4,2,0,5,1,3,3,0.7786,0.11,1.175,0
16,1,35,3,0,4,5,4,1,3,2,0,4,0.9939,0.11,1.175,0
16,1,36,4,2,3,3,5,4,1,2,0,3,0.7967,0.11,1.175,0
