sid,bid,tid,target,target_location,array_location,option_1,option_2,option_3,option_4,option_5,option_6,response,response_time,target_duration,response_deadline,error
42,1,1,2,0,6,4,5,3,1,0,2,6,1.1378,0.12,1.2,0
42,1,2,4,5,4,5,3,2,4,0,1,1,1.7625,0.12,1.2,1
42,1,3,5,1,5,3,4,2,1,5,0,5,1.173,0.12,1.2,0
42,1,4,3,0,6,0,4,5,2,1,3,6,1.0855,0.12,1.2,0
42,1,5,0,3,4,2,4,5,0,3,1,4,1.073,0.12,1.2,0
42,1,6,1,2,1,1,5,0,3,4,2,1,1.0354,0.12,1.2,0
42,1,7,2,1,2,5,2,1,4,3,0,2,0.9302,0.12,1.2,0
42,1,8,4,4,5,5,2,3,1,4,0,2,1.779,0.12,1.2,1
42,1,9,5,1,3,0,4,5,1,3,2,3,1.131,0.12,1.2,0
42,1,10,0,4,2,4,0,3,1,2,5,1,1.1215,0.12,1.2,1
42,1,11,3,3,4,4,1,2,3,0,5,2,1.8002,0.12,1.2,1
42,1,12,0,2,6,3,2,5,4,1,0,6,0.8973,0.12,1.2,0
42,1,13,1,0,1,1,0,4,5,3,2,1,0.9874,0.12,1.2,0
42,1,14,5,5,6,3,2,1,0,4,5,6,0.7936,0.12,1.2,0
42,1,15,3,4,5,4,0,2,5,3,1,5,0.7844,0.12,1.2,0
42,1,16,0,5,4,2,3,4,0,5,1,4,1.0355,0.12,1.2,0
42,1,17,1,3,2,0,1,3,2,4,5,2,1.3114,0.12,1.2,0
42,1,18,2,2,6,3,4,5,0,1,2,6,0.9357,0.12,1.2,0
42,1,19,1,4,5,4,0,5,3,1,2,5,0.8163,0.12,1.2,0
42,1,20,2,5,1,2,3,5,1,4,0,1,1.2669,0.12,1.2,0
42,1,21,4,1,6,1,3,5,0,2,4,6,1.6237,0.12,1.2,0
42,1,22,5,2,1,5,1,4,2,0,3,1,0.7811,0.12,1.2,0
42,1,23,3,3,4,5,2,1,3,0,4,5,0.825,0.12,1.2,1
42,1,24,0,2,5,2,3,5,1,0,4,5,0.9951,0.12,1.2,0
42,1,25,1,4,3,3,4,1,2,0,5,2,1.4449,0.11,1.175,1
42,1,26,3,1,1,3,4,2,1,0,5,1,0.8609,0.11,1.175,0
42,1,27,2,0,4,1,3,5,2,4,0,4,1.0558,0.11,1.175,0
42,1,28,4,3,2,1,4,3,2,0,5,2,0.9152,0.11,1.175,0
42,1,29,5,2,1,5,2,0,4,1,3,1,0.7793,0.11,1.175,0
42,1,30,2,3,6,1,3,4,0,5,2,6,0.785,0.11,1.175,0
42,1,31,3,1,2,5,3,0,2,4,1,2,0.8132,0.11,1.175,0
42,1,32,5,3,3,0,1,5,4,3,2,3,0.8459,0.11,1.175,0
42,1,33,3,5,5,4,1,0,5,3,2,5,1.5122,0.11,1.175,0
42,1,34,2,2,3,4,3,2,5,1,0,3,1.0083,0.11,1.175,0
42,1,35,4,4,4,3,5,2,4,0,1,4,1.0363,0.11,1.175,0
42,1,36,2,2,6,5,4,3,0,1,2,6,0.8945,0.11,1.175,0
42,1,37,4,4,1,4,3,0,5,1,2,1,0.8459,0.11,1.175,0
42,1,38,5,0,3,1,3,5,2,4,0,3,0.8968,0.11,1.175,0
42,1,39,3,3,6,0,1,4,2,5,3,6,0.8762,0.11,1.175,0
42,1,40,0,2,1,0,2,3,4,1,5,1,0.7895,0.11,1.175,0
42,1,41,2,0,6,3,1,5,4,0,2,6,0.7441,0.11,1.175,0
42,1,42,4,1,1,4,2,5,0,1,3,1,0.9107,0.11,1.175,0
42,1,43,0,4,2,2,0,5,1,3,4,2,0.8808,0.11,1.175,0
42,1,44,4,5,1,4,3,2,5,0,1,1,1.5281,0.11,1.175,0
42,1,45,0,1,4,1,3,5,0,4,2,4,0.9651,0.11,1.175,0
42,1,46,2,5,6,5,3,4,0,1,2,6,0.7085,0.11,1.175,0
42,1,47,3,1,5,5,0,2,1,3,4,5,1.0914,0.11,1.175,0
42,1,48,0,0,2,4,0,2,5,1,3,2,1.2503,0.11,1.175,0
42,1,49,1,3,3,5,0,1,3,2,4,3,1.0559,0.1,1.15,0
42,1,50,2,0,4,0,3,5,2,4,1,4,1.0677,0.1,1.15,0
42,1,51,5,3,2,2,5,1,4,3,0,1,0.7393,0.1,1.15,1
42,1,52,1,2,3,3,5,1,4,2,0,3,1.0523,0.1,1.15,0
42,1,53,2,3,6,4,1,0,5,3,2,6,0.7502,0.1,1.15,0
42,1,54,4,2,4,2,5,0,4,1,3,6,1.5275,0.1,1.15,1
42,1,55,5,4,6,2,3,0,1,4,5,6,0.8122,0.1,1.15,0
42,1,56,3,2,2,0,3,1,4,5,2,2,0.8599,0.1,1.15,0
42,1,57,5,5,3,2,3,5,4,1,0,3,0.8644,0.1,1.15,0
42,1,58,3,0,2,4,3,2,1,0,5,2,1.1103,0.1,1.15,0
42,1,59,0,5,3,5,1,0,3,2,4,3,1.0949,0.1,1.15,0
42,1,60,1,1,4,2,5,3,1,4,0,4,0.9742,0.1,1.15,0
42,1,61,5,0,5,1,4,0,2,5,3,4,1.3407,0.1,1.15,1
42,1,62,3,5,4,0,2,5,3,4,1,4,0.9562,0.1,1.15,0
42,1,63,0,1,3,2,3,0,4,1,5,3,0.8656,0.1,1.15,0
42,1,64,1,0,4,3,5,4,1,2,0,4,1.2101,0.1,1.15,0
42,1,65,2,1,1,2,3,4,5,1,0,1,0.7405,0.1,1.15,0
42,1,66,4,0,5,1,2,0,5,4,3,4,1.3113,0.1,1.15,1
42,1,67,5,3,3,1,4,5,3,0,2,3,0.937,0.1,1.15,0
42,1,68,3,0,5,4,5,1,2,3,0,5,1.1758,0.1,1.15,0
42,1,69,0,4,4,4,1,3,0,5,2,4,0.6795,0.1,1.15,0
42,1,70,1,5,1,1,3,2,4,5,0,1,0.773,0.1,1.15,0
42,1,71,2,4,3,1,0,2,4,3,5,3,1.0213,0.1,1.15,0
42,1,72,1,3,4,4,5,2,1,3,0,4,0.689,0.1,1.15,0
42,1,73,2,2,2,4,2,1,0,3,5,2,0.98,0.09,1.125,0
42,1,74,4,4,5,3,5,2,0,4,1,5,0.9057,0.09,1.125,0
42,1,75,5,2,2,1,5,4,2,3,0,2,0.9255,0.09,1.125,0
