sid,bid,tid,target,target_location,array_location,option_1,option_2,option_3,option_4,option_5,option_6,response,response_time,target_duration,response_deadline,error
56,1,1,2,0,1,2,3,4,0,1,5,1,0.9408,0.12,1.2,0
56,1,2,3,1,2,2,3,0,1,4,5,2,0.6119,0.12,1.2,0
56,1,3,4,2,6,5,1,2,0,3,4,6,1.3349,0.12,1.2,0
56,1,4,1,3,3,3,5,1,0,4,2,3,1.3377,0.12,1.2,0
56,1,5,2,4,2,5,2,0,1,4,3,2,0.9258,0.12,1.2,0
56,1,6,0,2,4,1,2,4,0,5,3,4,0.7657,0.12,1.2,0
56,1,7,3,5,2,5,3,0,1,4,2,6,2.6871,0.12,1.2,1
56,1,8,5,0,5,0,1,3,4,5,2,5,0.8191,0.12,1.2,0
56,1,9,2,3,6,3,1,5,0,4,2,6,0.7116,0.12,1.2,0
56,1,10,0,5,1,0,5,1,4,2,3,1,0.7264,0.12,1.2,0
56,1,11,5,0,4,4,3,1,5,2,0,4,0.9804,0.12,1.2,0
56,1,12,3,1,5,2,1,5,4,3,0,5,1.0757,0.12,1.2,0
56,1,13,4,4,1,4,0,2,5,1,3,1,0.779,0.12,1.2,0
56,1,14,1,5,4,0,5,2,1,4,3,4,1.2654,0.12,1.2,0
56,1,15,4,1,3,5,1,4,0,3,2,1,1.2232,0.12,1.2,1
56,1,16,5,4,5,3,0,1,4,5,2,5,0.6202,0.12,1.2,0
56,1,17,3,0,2,2,3,5,1,0,4,2,0.7964,0.12,1.2,0
56,1,18,0,1,5,5,3,1,4,0,2,5,0.735,0.12,1.2,0
56,1,19,5,4,2,4,5,0,2,1,3,2,0.8082,0.12,1.2,0
56,1,20,3,0,5,1,2,0,4,3,5,5,0.8122,0.12,1.2,0
56,1,21,1,4,3,0,4,1,5,2,3,3,0.9199,0.12,1.2,0
56,1,22,2,3,5,1,3,0,5,2,4,5,0.7382,0.12,1.2,0
56,1,23,0,4,2,1,0,5,2,4,3,2,0.768,0.12,1.2,0
56,1,24,5,2,1,5,3,2,0,1,4,1,1.2612,0.12,1.2,0
56,1,25,1,4,3,3,4,1,2,0,5,4,0.9471,0.11,1.175,1
56,1,26,2,2,4,1,3,5,2,0,4,5,0.9898,0.11,1.175,1
56,1,27,0,0,1,0,1,2,3,4,5,1,0.6439,0.11,1.175,0
56,1,28,5,1,6,4,1,3,2,0,5,6,0.8177,0.11,1.175,0
56,1,29,3,4,4,0,5,2,3,4,1,2,1.1134,0.11,1.175,1
56,1,30,4,2,1,4,1,0,3,2,5,1,0.6939,0.11,1.175,0
56,1,31,5,3,3,3,2,5,0,1,4,3,0.9172,0.11,1.175,0
56,1,32,2,4,6,1,4,0,3,5,2,6,0.7485,0.11,1.175,0
56,1,33,1,2,2,0,1,3,2,5,4,2,0.932,0.11,1.175,0
56,1,34,2,3,5,5,3,0,1,2,4,5,0.8301,0.11,1.175,0
56,1,35,1,5,3,4,0,1,5,3,2,3,1.0884,0.11,1.175,0
56,1,36,2,0,1,2,1,5,3,0,4,1,0.6582,0.11,1.175,0
56,1,37,0,1,6,2,5,1,3,4,0,6,0.6769,0.11,1.175,0
56,1,38,5,2,4,4,2,0,5,3,1,4,0.7632,0.11,1.175,0
56,1,39,0,3,5,5,3,2,1,0,4,5,0.6862,0.11,1.175,0
