Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,correct,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11542279971763492,0.11548879975453019,0.11549709970131516,6.6157569997012615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_12h44.37.534,watkins1,2023.2.3,99.72098103160155,79,2024-01-09 12h44.43.383767 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.615806699730456,62.28556359978393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_12h44.37.534,watkins1,2023.2.3,99.72098103160155,79,2024-01-09 12h44.43.383767 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,63.29920820007101,,,,,,,,62.28558399993926,63.28923109965399,69.78820719989017,70.27958309976384,63.78122300002724,69.78804429993033,3,2.6408949000760913,None,70.27959389984608,76.28017899999395,3,2.6408949000760913,None,76.28047190001234,76.77191559970379,76.77192709967494,82.7765033999458,vergnügt,None,None,82.77674359967932,82.77676639985293,82.7767733996734,82.77685760008171,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_12h44.37.534,watkins1,2023.2.3,99.72098103160155,79,2024-01-09 12h44.43.383767 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.77697579981759,88.01040729973465,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_12h44.37.534,watkins1,2023.2.3,99.72098103160155,79,2024-01-09 12h44.43.383767 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,89.02387899998575,,,,,,,,88.01042519975454,89.01394259976223,89.01442330004647,89.50600080005825,,,1,1.8585230000317097,,,,,,,,,,,,,,,,,,,,,89.5060115000233,95.50958639988676,Telefon,hübsch,"['Telefon', 'hübsch']",test_adj,3,"['Telefon', 'Blume', 'Löffel', 'Schlüssel', 'Vase', 'Flasche', 'Schere', 'Geige', 'Uhr', 'Rucksack', 'Buch', 'Hut', 'Eimer', 'Stift', 'Trommel', 'Kette', 'Kerze', 'Ring', 'Lampe', 'Socke', 'Tasche', 'Tasse', 'Jacke', 'Fahrrad', 'Kamera', 'Würfel', 'Bürste', 'Hammer', 'Brille', 'Kiste']",['hübsch'],1,1.8585230000317097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_12h44.37.534,watkins1,2023.2.3,99.72098103160155,79,2024-01-09 12h44.43.383767 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,95.51902769971639,,,,,,,,,,95.51024529989809,96.00105119962245,,,1,1.9494075002148747,,,,,,,,,,,,,,,,,,,,,96.00106159970164,102.0113321999088,Blume,hohl,"['Blume', 'hohl']",restudy,3,"['Telefon', 'Blume', 'Löffel', 'Schlüssel', 'Vase', 'Flasche', 'Schere', 'Geige', 'Uhr', 'Rucksack', 'Buch', 'Hut', 'Eimer', 'Stift', 'Trommel', 'Kette', 'Kerze', 'Ring', 'Lampe', 'Socke', 'Tasche', 'Tasse', 'Jacke', 'Fahrrad', 'Kamera', 'Würfel', 'Bürste', 'Hammer', 'Brille', 'Kiste']","['hübsch', 'hohl']",1,1.9494075002148747,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_12h44.37.534,watkins1,2023.2.3,99.72098103160155,79,2024-01-09 12h44.43.383767 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,102.02083129994571,,,,,,,,,,102.01193139981478,102.50276309996843,,,2,2.575014099944383,,,,,,,,,,,,,,,,,,,,,102.50277390005067,108.51212349999696,Löffel,flach,"['Löffel', 'flach']",restudy,3,"['Telefon', 'Blume', 'Löffel', 'Schlüssel', 'Vase', 'Flasche', 'Schere', 'Geige', 'Uhr', 'Rucksack', 'Buch', 'Hut', 'Eimer', 'Stift', 'Trommel', 'Kette', 'Kerze', 'Ring', 'Lampe', 'Socke', 'Tasche', 'Tasse', 'Jacke', 'Fahrrad', 'Kamera', 'Würfel', 'Bürste', 'Hammer', 'Brille', 'Kiste']","['hübsch', 'hohl', 'flach']",2,2.575014099944383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_12h44.37.534,watkins1,2023.2.3,99.72098103160155,79,2024-01-09 12h44.43.383767 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,108.52151559991762,,,,,,,,,,108.51273219985887,109.00373669993132,,,1,2.786518999841064,,,,,,,,,,,,,,,,,,,,,109.00374739989638,115.00732119986787,Schlüssel,biegsam,"['Schlüssel', 'biegsam']",restudy,3,"['Telefon', 'Blume', 'Löffel', 'Schlüssel', 'Vase', 'Flasche', 'Schere', 'Geige', 'Uhr', 'Rucksack', 'Buch', 'Hut', 'Eimer', 'Stift', 'Trommel', 'Kette', 'Kerze', 'Ring', 'Lampe', 'Socke', 'Tasche', 'Tasse', 'Jacke', 'Fahrrad', 'Kamera', 'Würfel', 'Bürste', 'Hammer', 'Brille', 'Kiste']","['hübsch', 'hohl', 'flach', 'biegsam']",1,2.786518999841064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_12h44.37.534,watkins1,2023.2.3,99.72098103160155,79,2024-01-09 12h44.43.383767 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,115.01680410001427,,,,,,,,,,115.00783200003207,115.49878240004182,,,2,2.9160249000415206,,,,,,,,,,,,,,,,,,,,,115.4987929998897,121.5052553997375,Vase,robust,"['Vase', 'robust']",test_adj,3,"['Telefon', 'Blume', 'Löffel', 'Schlüssel', 'Vase', 'Flasche', 'Schere', 'Geige', 'Uhr', 'Rucksack', 'Buch', 'Hut', 'Eimer', 'Stift', 'Trommel', 'Kette', 'Kerze', 'Ring', 'Lampe', 'Socke', 'Tasche', 'Tasse', 'Jacke', 'Fahrrad', 'Kamera', 'Würfel', 'Bürste', 'Hammer', 'Brille', 'Kiste']","['hübsch', 'hohl', 'flach', 'biegsam', 'robust']",2,2.9160249000415206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_12h44.37.534,watkins1,2023.2.3,99.72098103160155,79,2024-01-09 12h44.43.383767 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,121.51471709972247,,,,,,,,,,121.5057766996324,121.9967376999557,,,3,1.497271700296551,,,,,,,,,,,,,,,,,,,,,121.99674829980358,128.0011411998421,Flasche,praktisch,"['Flasche', 'praktisch']",test_adj,3,"['Telefon', 'Blume', 'Löffel', 'Schlüssel', 'Vase', 'Flasche', 'Schere', 'Geige', 'Uhr', 'Rucksack', 'Buch', 'Hut', 'Eimer', 'Stift', 'Trommel', 'Kette', 'Kerze', 'Ring', 'Lampe', 'Socke', 'Tasche', 'Tasse', 'Jacke', 'Fahrrad', 'Kamera', 'Würfel', 'Bürste', 'Hammer', 'Brille', 'Kiste']","['hübsch', 'hohl', 'flach', 'biegsam', 'robust', 'praktisch']",3,1.497271700296551,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-09_12h44.37.534,watkins1,2023.2.3,99.72098103160155,79,2024-01-09 12h44.43.383767 +0000,
