Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Eimer', 'Hammer', 'Geige', 'Ring', 'Kamera', 'Tasse', 'Hut', 'Löffel', 'Würfel', 'Rucksack', 'Telefon', 'Schere', 'Uhr', 'Kiste', 'Blume']","['Jacke', 'Stift', 'Socke', 'Fahrrad', 'Bürste', 'Vase', 'Brille', 'Kette', 'Buch', 'Lampe', 'Trommel', 'Schlüssel', 'Kerze', 'Flasche', 'Tasche']",0.10649670008569956,0.10656549991108477,0.10657380009070039,15.934871100122109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_09h18.42.637,watkins1,2023.2.3,99.69413828310383,13,2023-11-27 09h18.53.852235 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.934920100029558,64.93204639991745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_09h18.42.637,watkins1,2023.2.3,99.69413828310383,13,2023-11-27 09h18.53.852235 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,65.94567129993811,,,,,,,,,,64.93206500005908,65.93558209994808,72.4351997000631,72.926599400118,66.42772529996,72.43503609998152,1,3.2819421000313014,None,72.92661099997349,78.93030599993654,1,3.2819421000313014,None,78.93060690001585,78.93063460011035,78.93064210005105,78.93072209996171,,3.2737237999681383,None,78.93088550004177,79.42180399992503,79.42181410011835,85.42691810010001,capslockhcapslocku,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_09h18.42.637,watkins1,2023.2.3,99.69413828310383,13,2023-11-27 09h18.53.852235 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.42707549990155,105.8709291999694,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_09h18.42.637,watkins1,2023.2.3,99.69413828310383,13,2023-11-27 09h18.53.852235 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,106.88461660011671,,,,,,,,,,105.87094769999385,106.87466310011223,106.87516209995374,107.36674460000359,,,2,3.3689097000751644,,,,,,,,,,,,,,,,,,,,,107.36675549997017,113.37603730009869,Schere,bunt,"['Schere', 'bunt']",restudy,2,"['Schere', 'Rucksack', 'Jacke', 'Uhr', 'Flasche', 'Stift', 'Ring', 'Buch', 'Hut', 'Kerze', 'Trommel', 'Blume', 'Fahrrad', 'Socke', 'Hammer', 'Brille', 'Kette', 'Vase', 'Kamera', 'Schlüssel', 'Tasse', 'Würfel', 'Bürste', 'Eimer', 'Löffel', 'Lampe', 'Tasche', 'Kiste', 'Geige', 'Telefon']",['bunt'],2,3.3689097000751644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_09h18.42.637,watkins1,2023.2.3,99.69413828310383,13,2023-11-27 09h18.53.852235 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,113.38550559990108,,,,,,,,,,,,113.37668980006129,113.86752100009471,,,None,[],,,,,,,,,,,,,,,,,,,,,113.86753099993803,119.87094300007448,Rucksack,hässlich,"['Rucksack', 'hässlich']",restudy,2,"['Schere', 'Rucksack', 'Jacke', 'Uhr', 'Flasche', 'Stift', 'Ring', 'Buch', 'Hut', 'Kerze', 'Trommel', 'Blume', 'Fahrrad', 'Socke', 'Hammer', 'Brille', 'Kette', 'Vase', 'Kamera', 'Schlüssel', 'Tasse', 'Würfel', 'Bürste', 'Eimer', 'Löffel', 'Lampe', 'Tasche', 'Kiste', 'Geige', 'Telefon']","['bunt', 'hässlich']",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_09h18.42.637,watkins1,2023.2.3,99.69413828310383,13,2023-11-27 09h18.53.852235 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,119.88042140007019,,,,,,,,,,,,119.87133010011166,120.36249339999631,,,3,3.9183552998583764,,,,,,,,,,,,,,,,,,,,,120.36250360007398,126.3665817999281,Jacke,neu,"['Jacke', 'neu']",test_sub,2,"['Schere', 'Rucksack', 'Jacke', 'Uhr', 'Flasche', 'Stift', 'Ring', 'Buch', 'Hut', 'Kerze', 'Trommel', 'Blume', 'Fahrrad', 'Socke', 'Hammer', 'Brille', 'Kette', 'Vase', 'Kamera', 'Schlüssel', 'Tasse', 'Würfel', 'Bürste', 'Eimer', 'Löffel', 'Lampe', 'Tasche', 'Kiste', 'Geige', 'Telefon']","['bunt', 'hässlich', 'neu']",3,3.9183552998583764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_09h18.42.637,watkins1,2023.2.3,99.69413828310383,13,2023-11-27 09h18.53.852235 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,126.37605320010334,,,,,,,,,,,,126.36711010010913,126.85795630002394,,,2,3.206783600151539,,,,,,,,,,,,,,,,,,,,,126.85796659998596,132.8594058000017,Uhr,hübsch,"['Uhr', 'hübsch']",restudy,2,"['Schere', 'Rucksack', 'Jacke', 'Uhr', 'Flasche', 'Stift', 'Ring', 'Buch', 'Hut', 'Kerze', 'Trommel', 'Blume', 'Fahrrad', 'Socke', 'Hammer', 'Brille', 'Kette', 'Vase', 'Kamera', 'Schlüssel', 'Tasse', 'Würfel', 'Bürste', 'Eimer', 'Löffel', 'Lampe', 'Tasche', 'Kiste', 'Geige', 'Telefon']","['bunt', 'hässlich', 'neu', 'hübsch']",2,3.206783600151539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_09h18.42.637,watkins1,2023.2.3,99.69413828310383,13,2023-11-27 09h18.53.852235 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,132.86893100012094,,,,,,,,,,,,132.8599324999377,133.35104930005036,,,1,4.578003800008446,,,,,,,,,,,,,,,,,,,,,133.35105880000629,139.35287930001505,Flasche,schlicht,"['Flasche', 'schlicht']",test_sub,2,"['Schere', 'Rucksack', 'Jacke', 'Uhr', 'Flasche', 'Stift', 'Ring', 'Buch', 'Hut', 'Kerze', 'Trommel', 'Blume', 'Fahrrad', 'Socke', 'Hammer', 'Brille', 'Kette', 'Vase', 'Kamera', 'Schlüssel', 'Tasse', 'Würfel', 'Bürste', 'Eimer', 'Löffel', 'Lampe', 'Tasche', 'Kiste', 'Geige', 'Telefon']","['bunt', 'hässlich', 'neu', 'hübsch', 'schlicht']",1,4.578003800008446,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_09h18.42.637,watkins1,2023.2.3,99.69413828310383,13,2023-11-27 09h18.53.852235 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,139.36240620003082,,,,,,,,,,,,139.3534075000789,139.84449569997378,,,3,4.668110700091347,,,,,,,,,,,,,,,,,,,,,139.84450570004992,145.84721080004238,Stift,glatt,"['Stift', 'glatt']",test_sub,2,"['Schere', 'Rucksack', 'Jacke', 'Uhr', 'Flasche', 'Stift', 'Ring', 'Buch', 'Hut', 'Kerze', 'Trommel', 'Blume', 'Fahrrad', 'Socke', 'Hammer', 'Brille', 'Kette', 'Vase', 'Kamera', 'Schlüssel', 'Tasse', 'Würfel', 'Bürste', 'Eimer', 'Löffel', 'Lampe', 'Tasche', 'Kiste', 'Geige', 'Telefon']","['bunt', 'hässlich', 'neu', 'hübsch', 'schlicht', 'glatt']",3,4.668110700091347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-27_09h18.42.637,watkins1,2023.2.3,99.69413828310383,13,2023-11-27 09h18.53.852235 +0000,
