Sequenz
"Exp.Name" "Vp.Nr" "Material" "Reihenfolge" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Position"
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   2
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   6
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   5
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   3
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   4
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1
---
freies.Generieren
"Exp.Name" "Vp.Nr" "Material" "Reihenfolge" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Reaktion"
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   5
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   3
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   6
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   4
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   3
---
Lernphase
"Exp.Name" "Vp.Nr" "Material" "Reihenfolge" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Trial.Nr" "Reaktion" "Reaktionszeit" "Position" "korrekt"
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1   1   6 767   6   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1   2   3 1369   3   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1   3   2 754   2   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1   4   3 780   3   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1   5   4 1083   4   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1   6   1 1083   1   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1   7   2 843   2   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1   8   4 1297   4   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1   9   1 995   1   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1  10   6 981   6   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1  11   5 795   5   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1  12   4 863   4   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1  13   6 912   6   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1  14   5 678   5   1
Pudel7  33   4   1   1  20   1   1   1   1 PSYCHOLOGIE   1  15   3 1145   3   1
