ECOsub7 [12-2013]
 34   1
 35   1   2   1 PSYCHOLOGIE
Stimuli
StimNr, wort, istwort, uspositiv
  1              kantikt   1   0  15   4  23  10   4  16  11   3   8  13 
  2               zefill   1   0  16   9   5   1   1  21   7  14   0  15 
  3               offukt   1   0   5  18  15   8   8  19   7  14  13  20 
  4              godacht   1   0   9  19  20  20  20  14  21   0  22  15 
  5               orsutz   1   0  19  16  14   9   9  22  18  10   4  15 
  6              fanstur   1   0   3  15  22   4  22  17   0  21  11   7 
  7              oesgubi   1   0  18  21   3  11  18  20   0  15   2  22 
  8              faloilo   1   0   1  11   4  19  11   6   9  10  22   0 
  9              stodeen   1   0   8   0  10  12   0   3  19  20  13  22 
 10              emkruas   1   0  20  12  19  14  19   9  21  13  16  15 
 11               uhnong   1   0   2  13  11  23  11  15   0  17  10   6 
 12              fehrrid   1   0  13   5   6  17  13   0  14  11  12  16 
 13               polust   1   1   5  17  18  13  13   8  10  21   0   1 
 14              misukor   1   1   3   4   8  19   4  22  18  23  20   9 
 15              sebjukt   1   1   7  21   2   2   7  16   4   6  17   8 
 16              plistuk   1   1   0   3   4  23   3  11   8   1  12   7 
 17               doscho   1   1   6  13  21  17  17  22   0   4  16   5 
 18               gowann   1   1  12  12   7   7   7  13   5  21   9  17 
 19              baigbur   1   1  13   6  12  16  12   3  17  18  10  15 
 20               banzon   1   1  19  10  22  12  10  16  17   6  20  11 
 21               novuui   1   1   1   9  11  15  15  18   3   5  17  13 
 22               muoror   1   1  20   2  15   5   5  18  22   0  21  17 
 23              trupfan   1   1  18  14   5  18  18   3   8   1  13  23 
 24              ompfing   1   1  23  11  23  11  23  13  10  20   7  19 
 25               virlog   1  -1   0   0   0   0  15   6   9   5  10  12 
 26               ikzunt   1  -1   0   0   0   0   7  17  12  18  11   8 
 27              kumutoa   1  -1   0   0   0   0   7   1  15   6   5  10 
 28               raggun   1  -1   0   0   0   0   9  13   8  23   2  19 
 29               kibono   1  -1   0   0   0   0  11   1   3  17  23   6 
 30               plonim   1  -1   0   0   0   0  10   8  20   9  15  21 
 31          Mneu05_.bmp   0   0  21  23  12  21  21  22   0  15   7  17 
 32          Mneu11_.bmp   0   0   7   5  18   4   7   0  16  15  22  21 
 33              W07.bmp   0   0  17   7   2  19  17   5  14  16   0   6 
 34          Mneu01_.bmp   0   0  11   1   1   9   1  23  19  14   0   5 
 35              M14.bmp   0   0   6   4   0   6   0  22  12  18   7   5 
 36              W19.bmp   0   0   0   9   8  14  14   3  19   7  10  18 
 37          Wneu01_.bmp   0   0  12  12  13  18  12  10   1  17   5  22 
 38          Mneu04_.bmp   0   0  14  10  16   1  16  12   7   5  18   3 
 39          Wneu02_.bmp   0   0   4  15   9   2   2  19  14  11  23  16 
 40              W17.bmp   0   0  10  16   7  11   7   1   2   3  22  17 
 41              W16.bmp   0   0  22   8  17  13  22   7  18  11  21  19 
 42              W15.bmp   0   0  23  14  21  15  21  13   6   2  11  16 
 43              W20.bmp   0   1   4  17  16  16  16   1  14   0   6   7 
 44              W03.bmp   0   1  14  19  19  19  19  23   4  17  11  10 
 45          Wneu05_.bmp   0   1  15   2  10   2   2   4   8  11   7  20 
 46              M13.bmp   0   1  10  16  14  14  14  18  15  19  11  23 
 47              W02.bmp   0   1  11   7   6  13  11  15   3   4   9   0 
 48              W04.bmp   0   1  16   3   3  18   3  13  12  15  17   5 
 49             M02_.bmp   0   1   8  23   0   4   0  14  20  10   3   6 
 50              M07.bmp   0   1   2  12  17   6   2   9  21  18  11   0 
 51             M16_.bmp   0   1  22  11   1   3   1  14  12   9  20  13 
 52              M12.bmp   0   1   9   6  20   9   9   1  19   2  12  13 
 53          Mneu20_.bmp   0   1  21  13   9  11  21  15   5  17   6  18 
 54              W12.bmp   0   1  17  18  13   1   1  16  23  12  20   6 
 55              M18.bmp   0  -1   0   0   0   0   9  13  20   8  21  18 
 56             PM04.bmp   0  -1   0   0   0   0   9  23   5  22   7  12 
 57          Wneu03_.bmp   0  -1   0   0   0   0  11  16  18  19  20  12 
 58          Mneu25_.bmp   0  -1   0   0   0   0   1   6  10   7  19  21 
 59          Mneu24_.bmp   0  -1   0   0   0   0  16   2   9  23   6   3 
 60          Mneu18_.bmp   0  -1   0   0   0   0   6  12   4   1  10  17 
 61             cs20.bmp   0   0  20  21  15   3  15  12   4   2  16   1 
 62              cs6.bmp   0   0  10  19  22   0  22  21   8   1  15   3 
 63              cs4.bmp   0   0   6  20  18  12  20   8   4  17   2   1 
 64             cs15.bmp   0   0   3  22   0   8   0  18  11   9  10  20 
 65             cs10.bmp   0   0   7   6  13  16  16  22   4   2  21  11 
 66          cs16neu.bmp   0   0   1   0   5  10   5   9  21  17   3   2 
 67             cs11.bmp   0   0   8   2   3  22   3  15  11   9  12  23 
 68              cs5.bmp   0   0  17  13   7   5  13   2  14   1   4  15 
 69             cs26.bmp   0   0  22  18   2   7  18  11  17  15   6   3 
 70              cs2.bmp   0   0  23  17   6  17  17   3   5   7  19   2 
 71              cs9.bmp   0   0  14   3  16  23  14  19   2  21  22  15 
 72             cs14.bmp   0   0   2  11  21  20  20  10   4  12   5   9 
 73             cs21.bmp   0   1  16  14  20  23  23   0   2   1  22  21 
 74             cs29.bmp   0   1   5  20   3   7   3  18   0   8   1  16 
 75             cs24.bmp   0   1  18  10  22   8  22   3   7  16   0  23 
 76             cs25.bmp   0   1  23   4  10  10  10  15   0   7   1  18 
 77              cs3.bmp   0   1  15   5   8  22  15  19  17   1   3   2 
 78             cs18.bmp   0   1  19   1  14  20  20   4  11  10   8  16 
 79             cs22.bmp   0   1   8  21   0  15  21  19   5  13  12  11 
 80              cs8.bmp   0   1   7   0   6  12   0  11  17   2   9  13 
 81             cs17.bmp   0   1  20   8   9   0  20   6  21  18   4   5 
 82             cs30.bmp   0   1  22  22  21   5  21  19   4  16  11   1 
 83              cs1.bmp   0   1   0   9   1  21  21   2  20   8  12  17 
 84             cs23.bmp   0   1   1  15   4  17   4   8  19  11   5  18 
 85             cs28.bmp   0  -1   0   0   0   0  20  11  15   3  21   4 
 86             cs12.bmp   0  -1   0   0   0   0  17  13   5   7   6   4 
 87             cs13.bmp   0  -1   0   0   0   0   4  10  13  15  22  17 
 88             cs19.bmp   0  -1   0   0   0   0   6  17   9  21   4  18 
 89           cs7neu.bmp   0  -1   0   0   0   0  19  21  16  13  11  17 
 90             cs27.bmp   0  -1   0   0   0   0   1   6   7  11  15   4 
Trials [1-72][4 Blöcke]
BlockNr, TrialNr, wort, uspositiv, cs_duration, us 
  1   1              kantikt    0   0  15 
  1   2               zefill    0   0  16 
  1   3               offukt    0   0   5 
  1   4              godacht    0   0   9 
  1   5               orsutz    0   1  19 
  1   6              fanstur    0   1   3 
  1   7              oesgubi    0   1  18 
  1   8              faloilo    0   1   1 
  1   9              stodeen    0   2   8 
  1  10              emkruas    0   2  20 
  1  11               uhnong    0   2   2 
  1  12              fehrrid    0   2  13 
  1  13               polust    1   0   5 
  1  14              misukor    1   0   3 
  1  15              sebjukt    1   0   7 
  1  16              plistuk    1   0   0 
  1  17               doscho    1   1   6 
  1  18               gowann    1   1  12 
  1  19              baigbur    1   1  13 
  1  20               banzon    1   1  19 
  1  21               novuui    1   2   1 
  1  22               muoror    1   2  20 
  1  23              trupfan    1   2  18 
  1  24              ompfing    1   2  23 
  1  25          Mneu05_.bmp    0   0  21 
  1  26          Mneu11_.bmp    0   0   7 
  1  27              W07.bmp    0   0  17 
  1  28          Mneu01_.bmp    0   0  11 
  1  29              M14.bmp    0   1   6 
  1  30              W19.bmp    0   1   0 
  1  31          Wneu01_.bmp    0   1  12 
  1  32          Mneu04_.bmp    0   1  14 
  1  33          Wneu02_.bmp    0   2   4 
  1  34              W17.bmp    0   2  10 
  1  35              W16.bmp    0   2  22 
