phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,448,eval_first,global,5.png,extinction,negative,0,2,8
globalexpectancy,448,eval_first,global,24.png,extinction,positive,0,10,0
globalexpectancy,448,eval_first,global,23.png,extinction,neutral,5,2,3
globalexpectancy,448,eval_first,global,3.png,negative,extinction,8,0,1
globalexpectancy,448,eval_first,global,9.png,extinction,negative,9,0,0
globalexpectancy,448,eval_first,global,12.png,extinction,neutral,0,0,10
globalexpectancy,448,eval_first,global,18.png,positive,extinction,0,0,0
globalexpectancy,448,eval_first,global,4.png,positive,extinction,7,4,3
globalexpectancy,448,eval_first,global,11.png,neutral,extinction,0,0,8
globalexpectancy,448,eval_first,global,20.png,extinction,positive,6,4,0
globalexpectancy,448,eval_first,global,17.png,negative,extinction,8,0,0
globalexpectancy,448,eval_first,global,7.png,positive,extinction,0,10,1
globalexpectancy,448,eval_first,global,1.png,neutral,extinction,3,4,1
globalexpectancy,448,eval_first,global,8.png,extinction,negative,8,0,0
globalexpectancy,448,eval_first,global,26.png,extinction,neutral,0,7,7
globalexpectancy,448,eval_first,global,21.png,extinction,positive,1,6,1
globalexpectancy,448,eval_first,global,14.png,neutral,extinction,0,0,8
globalexpectancy,448,eval_first,global,10.png,negative,extinction,8,1,0
