phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,516,eval_first,c2,14.png,extinction,neutral,0,0,10
c2expectancy,516,eval_first,c2,3.png,neutral,extinction,0,0,10
c2expectancy,516,eval_first,c2,26.png,positive,extinction,0,1,0
c2expectancy,516,eval_first,c2,5.png,extinction,negative,10,0,0
c2expectancy,516,eval_first,c2,21.png,negative,extinction,3,0,0
c2expectancy,516,eval_first,c2,10.png,extinction,positive,0,10,0
c2expectancy,516,eval_first,c2,23.png,extinction,neutral,0,0,10
c2expectancy,516,eval_first,c2,1.png,extinction,positive,0,10,0
c2expectancy,516,eval_first,c2,17.png,extinction,negative,10,0,0
c2expectancy,516,eval_first,c2,20.png,extinction,negative,10,0,0
c2expectancy,516,eval_first,c2,11.png,positive,extinction,0,6,0
c2expectancy,516,eval_first,c2,8.png,positive,extinction,0,3,0
c2expectancy,516,eval_first,c2,4.png,neutral,extinction,0,0,3
c2expectancy,516,eval_first,c2,24.png,extinction,positive,0,10,0
c2expectancy,516,eval_first,c2,18.png,negative,extinction,7,0,0
c2expectancy,516,eval_first,c2,7.png,neutral,extinction,0,0,3
c2expectancy,516,eval_first,c2,9.png,negative,extinction,3,0,0
c2expectancy,516,eval_first,c2,12.png,extinction,neutral,0,0,10
