phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,565,expect_first,global,21.png,extinction,positive,10,0,0
globalexpectancy,565,expect_first,global,3.png,extinction,positive,4,4,2
globalexpectancy,565,expect_first,global,14.png,neutral,extinction,6,6,2
globalexpectancy,565,expect_first,global,20.png,negative,extinction,2,8,8
globalexpectancy,565,expect_first,global,1.png,negative,extinction,0,10,1
globalexpectancy,565,expect_first,global,24.png,extinction,negative,0,8,5
globalexpectancy,565,expect_first,global,4.png,extinction,neutral,5,5,5
globalexpectancy,565,expect_first,global,26.png,positive,extinction,0,0,5
globalexpectancy,565,expect_first,global,18.png,neutral,extinction,5,5,5
globalexpectancy,565,expect_first,global,7.png,extinction,negative,0,1,1
globalexpectancy,565,expect_first,global,10.png,positive,extinction,1,1,4
globalexpectancy,565,expect_first,global,12.png,neutral,extinction,0,6,6
globalexpectancy,565,expect_first,global,9.png,positive,extinction,0,0,4
globalexpectancy,565,expect_first,global,23.png,negative,extinction,1,7,7
globalexpectancy,565,expect_first,global,11.png,extinction,neutral,7,6,6
globalexpectancy,565,expect_first,global,8.png,extinction,negative,8,4,3
globalexpectancy,565,expect_first,global,5.png,extinction,positive,1,6,5
globalexpectancy,565,expect_first,global,17.png,extinction,neutral,3,3,3
