phase,subject_nr,dv_order,context,block,trial,cond_order,repetition,valence,conditioning,stim1,stim2,identification,identification_resp,identification_time
trials,437,expect_first,c1,1,1,1,NA,NA,NA,empty.png,5250.JPG,0,NA,NA
trials,437,expect_first,c1,1,2,1,1,negative,acquisition,9.png,9432.JPG,0,NA,NA
trials,437,expect_first,c1,1,3,1,NA,NA,NA,5611.JPG,5720.JPG,0,NA,NA
trials,437,expect_first,c1,1,4,1,NA,NA,NA,22.png,6.png,0,NA,NA
trials,437,expect_first,c1,1,5,1,1,neutral,extinction,21.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,6,1,NA,NA,NA,25.png,15.png,0,NA,NA
trials,437,expect_first,c1,1,7,1,1,negative,acquisition,18.png,9265.JPG,0,NA,NA
trials,437,expect_first,c1,1,8,1,NA,NA,NA,empty.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,9,1,1,neutral,acquisition,5.png,7002.JPG,0,NA,NA
trials,437,expect_first,c1,1,10,1,NA,NA,NA,empty.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,11,1,NA,NA,NA,5250.JPG,empty.png,0,NA,NA
trials,437,expect_first,c1,1,12,1,NA,NA,NA,empty.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,13,1,NA,NA,NA,16.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,14,1,1,neutral,acquisition,23.png,7705.JPG,0,NA,NA
trials,437,expect_first,c1,1,15,1,NA,NA,NA,5660.JPG,9000.JPG,0,NA,NA
trials,437,expect_first,c1,1,16,1,NA,NA,NA,27.png,2.png,0,NA,NA
trials,437,expect_first,c1,1,17,1,NA,NA,NA,22.png,6.png,0,NA,NA
trials,437,expect_first,c1,1,18,1,NA,NA,NA,empty.png,9280.JPG,0,NA,NA
trials,437,expect_first,c1,1,19,1,1,neutral,extinction,14.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,20,1,NA,NA,NA,27.png,2.png,0,NA,NA
trials,437,expect_first,c1,1,21,1,1,positive,extinction,11.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,22,1,2,neutral,acquisition,5.png,7002.JPG,0,NA,NA
trials,437,expect_first,c1,1,23,1,NA,NA,NA,empty.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,24,1,NA,NA,NA,13.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,25,1,1,positive,acquisition,1.png,1721.JPG,0,NA,NA
trials,437,expect_first,c1,1,26,1,2,positive,extinction,11.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,27,1,NA,NA,NA,empty.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,28,1,2,negative,acquisition,9.png,9432.JPG,0,NA,NA
trials,437,expect_first,c1,1,29,1,NA,NA,NA,5660.JPG,9000.JPG,0,NA,NA
trials,437,expect_first,c1,1,30,1,NA,NA,NA,empty.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,31,1,3,negative,acquisition,9.png,9432.JPG,0,NA,NA
trials,437,expect_first,c1,1,32,1,1,neutral,extinction,10.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,33,1,2,positive,acquisition,1.png,1721.JPG,0,NA,NA
trials,437,expect_first,c1,1,34,1,1,neutral,acquisition,4.png,7090.JPG,0,NA,NA
trials,437,expect_first,c1,1,35,1,1,positive,acquisition,8.png,1600.JPG,0,NA,NA
trials,437,expect_first,c1,1,36,1,3,positive,extinction,11.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,37,1,1,negative,extinction,20.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,38,1,NA,NA,NA,19.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,39,1,NA,NA,NA,5870.JPG,empty.png,0,NA,NA
trials,437,expect_first,c1,1,40,1,NA,NA,NA,empty.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,41,1,NA,NA,NA,25.png,15.png,0,NA,NA
trials,437,expect_first,c1,1,42,1,2,positive,acquisition,8.png,1600.JPG,0,NA,NA
trials,437,expect_first,c1,1,43,1,NA,NA,NA,16.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,44,1,2,neutral,extinction,21.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,45,1,NA,NA,NA,empty.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,46,1,1,negative,acquisition,12.png,9331.JPG,0,NA,NA
trials,437,expect_first,c1,1,47,1,NA,NA,NA,5970.JPG,5780.JPG,0,NA,NA
trials,437,expect_first,c1,1,48,1,NA,NA,NA,27.png,2.png,0,NA,NA
trials,437,expect_first,c1,1,49,1,2,negative,acquisition,18.png,9265.JPG,0,NA,NA
trials,437,expect_first,c1,1,50,1,3,positive,acquisition,1.png,1721.JPG,0,NA,NA
trials,437,expect_first,c1,1,51,1,1,positive,extinction,26.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,52,1,NA,NA,NA,5970.JPG,5780.JPG,0,NA,NA
trials,437,expect_first,c1,1,53,1,1,negative,extinction,24.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,54,1,NA,NA,NA,25.png,15.png,0,NA,NA
trials,437,expect_first,c1,1,55,1,1,positive,extinction,3.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,56,1,NA,NA,NA,empty.png,empty.png,0,NA,NA
trials,437,expect_first,c1,1,57,1,2,neutral,acquisition,23.png,7705.JPG,0,NA,NA
trials,437,expect_first,c1,1,58,1,2,neutral,acquisition,4.png,7090.JPG,0,NA,NA
trials,437,expect_first,c1,1,59,1,2,neutral,extinction,14.png,empty.png,0,NA,NA
