phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,421,expect_first,global,20.png,positive,extinction,0,0,3
globalexpectancy,421,expect_first,global,12.png,negative,extinction,5,0,0
globalexpectancy,421,expect_first,global,23.png,positive,extinction,0,6,0
globalexpectancy,421,expect_first,global,26.png,extinction,negative,5,0,0
globalexpectancy,421,expect_first,global,11.png,extinction,negative,5,2,2
globalexpectancy,421,expect_first,global,8.png,extinction,positive,1,4,3
globalexpectancy,421,expect_first,global,7.png,negative,extinction,4,1,5
globalexpectancy,421,expect_first,global,14.png,extinction,positive,0,6,0
globalexpectancy,421,expect_first,global,10.png,extinction,positive,1,7,0
globalexpectancy,421,expect_first,global,3.png,extinction,neutral,1,3,2
globalexpectancy,421,expect_first,global,9.png,extinction,neutral,0,1,6
globalexpectancy,421,expect_first,global,4.png,neutral,extinction,3,4,4
globalexpectancy,421,expect_first,global,18.png,extinction,negative,5,3,0
globalexpectancy,421,expect_first,global,24.png,positive,extinction,2,6,3
globalexpectancy,421,expect_first,global,1.png,negative,extinction,3,5,5
globalexpectancy,421,expect_first,global,5.png,neutral,extinction,2,5,4
globalexpectancy,421,expect_first,global,21.png,neutral,extinction,0,0,6
globalexpectancy,421,expect_first,global,17.png,extinction,neutral,2,0,2
