phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,543,expect_first,c2,12.png,negative,extinction,7,3,0
c2expectancy,543,expect_first,c2,7.png,extinction,positive,0,0,0
c2expectancy,543,expect_first,c2,18.png,extinction,neutral,1,0,0
c2expectancy,543,expect_first,c2,24.png,extinction,positive,0,10,0
c2expectancy,543,expect_first,c2,3.png,extinction,negative,0,0,0
c2expectancy,543,expect_first,c2,8.png,negative,extinction,10,0,0
c2expectancy,543,expect_first,c2,23.png,positive,extinction,3,4,1
c2expectancy,543,expect_first,c2,17.png,neutral,extinction,2,8,0
c2expectancy,543,expect_first,c2,9.png,positive,extinction,0,4,0
c2expectancy,543,expect_first,c2,21.png,negative,extinction,10,3,0
c2expectancy,543,expect_first,c2,14.png,neutral,extinction,2,7,3
c2expectancy,543,expect_first,c2,10.png,neutral,extinction,0,2,0
c2expectancy,543,expect_first,c2,26.png,extinction,negative,10,3,1
c2expectancy,543,expect_first,c2,20.png,extinction,negative,1,4,2
c2expectancy,543,expect_first,c2,4.png,extinction,neutral,2,4,4
c2expectancy,543,expect_first,c2,1.png,extinction,positive,1,1,1
c2expectancy,543,expect_first,c2,11.png,positive,extinction,10,10,0
c2expectancy,543,expect_first,c2,5.png,extinction,neutral,0,3,10
