phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c1expectancy,455,expect_first,c1,11.png,negative,extinction,0,0,0
c1expectancy,455,expect_first,c1,10.png,extinction,positive,2,2,2
c1expectancy,455,expect_first,c1,21.png,extinction,positive,2,2,2
c1expectancy,455,expect_first,c1,26.png,negative,extinction,3,3,3
c1expectancy,455,expect_first,c1,4.png,neutral,extinction,2,2,2
c1expectancy,455,expect_first,c1,23.png,extinction,neutral,2,2,2
c1expectancy,455,expect_first,c1,1.png,neutral,extinction,2,2,2
c1expectancy,455,expect_first,c1,12.png,extinction,negative,2,2,2
c1expectancy,455,expect_first,c1,17.png,positive,extinction,2,4,2
c1expectancy,455,expect_first,c1,9.png,extinction,negative,2,2,2
c1expectancy,455,expect_first,c1,3.png,negative,extinction,2,2,2
c1expectancy,455,expect_first,c1,18.png,positive,extinction,2,2,2
c1expectancy,455,expect_first,c1,14.png,positive,extinction,2,2,2
c1expectancy,455,expect_first,c1,20.png,extinction,negative,2,2,2
c1expectancy,455,expect_first,c1,5.png,extinction,neutral,3,3,3
c1expectancy,455,expect_first,c1,8.png,extinction,neutral,3,3,3
c1expectancy,455,expect_first,c1,7.png,extinction,positive,4,4,4
c1expectancy,455,expect_first,c1,24.png,neutral,extinction,3,3,3
