phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,547,expect_first,global,12.png,extinction,negative,10,10,2
globalexpectancy,547,expect_first,global,7.png,negative,extinction,9,3,0
globalexpectancy,547,expect_first,global,8.png,extinction,positive,1,7,7
globalexpectancy,547,expect_first,global,3.png,extinction,neutral,7,4,5
globalexpectancy,547,expect_first,global,21.png,positive,extinction,0,0,7
globalexpectancy,547,expect_first,global,14.png,extinction,neutral,9,7,1
globalexpectancy,547,expect_first,global,17.png,extinction,negative,8,6,1
globalexpectancy,547,expect_first,global,5.png,negative,extinction,10,8,0
globalexpectancy,547,expect_first,global,11.png,positive,extinction,7,9,2
globalexpectancy,547,expect_first,global,23.png,extinction,negative,0,10,5
globalexpectancy,547,expect_first,global,24.png,extinction,neutral,0,0,10
globalexpectancy,547,expect_first,global,20.png,extinction,positive,5,9,0
globalexpectancy,547,expect_first,global,26.png,neutral,extinction,2,4,9
globalexpectancy,547,expect_first,global,9.png,negative,extinction,8,6,2
globalexpectancy,547,expect_first,global,10.png,extinction,positive,2,2,7
globalexpectancy,547,expect_first,global,1.png,positive,extinction,0,10,3
globalexpectancy,547,expect_first,global,4.png,neutral,extinction,8,7,2
globalexpectancy,547,expect_first,global,18.png,neutral,extinction,9,1,7
