phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c2expectancy,628,eval_first,c2,23.png,positive,extinction,0,0,0
c2expectancy,628,eval_first,c2,17.png,positive,extinction,0,0,0
c2expectancy,628,eval_first,c2,7.png,negative,extinction,2,5,0
c2expectancy,628,eval_first,c2,4.png,negative,extinction,0,0,4
c2expectancy,628,eval_first,c2,24.png,neutral,extinction,0,0,0
c2expectancy,628,eval_first,c2,9.png,neutral,extinction,0,3,0
c2expectancy,628,eval_first,c2,10.png,negative,extinction,0,5,0
c2expectancy,628,eval_first,c2,1.png,positive,extinction,0,1,9
c2expectancy,628,eval_first,c2,3.png,extinction,positive,0,2,0
c2expectancy,628,eval_first,c2,20.png,extinction,neutral,0,10,0
c2expectancy,628,eval_first,c2,11.png,extinction,negative,10,0,0
c2expectancy,628,eval_first,c2,26.png,extinction,positive,0,0,10
c2expectancy,628,eval_first,c2,18.png,extinction,positive,0,10,0
c2expectancy,628,eval_first,c2,8.png,extinction,neutral,0,0,10
c2expectancy,628,eval_first,c2,5.png,extinction,neutral,0,0,10
c2expectancy,628,eval_first,c2,21.png,extinction,negative,10,0,0
c2expectancy,628,eval_first,c2,14.png,extinction,negative,0,5,5
c2expectancy,628,eval_first,c2,12.png,neutral,extinction,0,0,0
