phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,603,expect_first,global,20.png,negative,extinction,4,2,5
globalexpectancy,603,expect_first,global,11.png,extinction,neutral,3,5,7
globalexpectancy,603,expect_first,global,18.png,extinction,positive,3,6,4
globalexpectancy,603,expect_first,global,1.png,extinction,negative,9,5,3
globalexpectancy,603,expect_first,global,26.png,positive,extinction,0,10,0
globalexpectancy,603,expect_first,global,14.png,extinction,positive,5,7,4
globalexpectancy,603,expect_first,global,8.png,negative,extinction,2,7,5
globalexpectancy,603,expect_first,global,10.png,neutral,extinction,8,8,0
globalexpectancy,603,expect_first,global,7.png,extinction,negative,5,1,8
globalexpectancy,603,expect_first,global,23.png,extinction,positive,8,2,0
globalexpectancy,603,expect_first,global,5.png,positive,extinction,5,7,0
globalexpectancy,603,expect_first,global,12.png,neutral,extinction,0,10,0
globalexpectancy,603,expect_first,global,3.png,positive,extinction,0,10,0
globalexpectancy,603,expect_first,global,17.png,negative,extinction,5,5,0
globalexpectancy,603,expect_first,global,21.png,extinction,neutral,0,0,0
globalexpectancy,603,expect_first,global,4.png,neutral,extinction,0,0,10
globalexpectancy,603,expect_first,global,24.png,extinction,negative,10,0,0
globalexpectancy,603,expect_first,global,9.png,extinction,neutral,5,5,0
