phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,469,expect_first,global,17.png,negative,extinction,10,10,0
globalexpectancy,469,expect_first,global,5.png,neutral,extinction,2,8,1
globalexpectancy,469,expect_first,global,18.png,extinction,negative,10,3,1
globalexpectancy,469,expect_first,global,4.png,extinction,positive,1,10,0
globalexpectancy,469,expect_first,global,9.png,extinction,neutral,1,2,10
globalexpectancy,469,expect_first,global,24.png,positive,extinction,0,1,0
globalexpectancy,469,expect_first,global,26.png,neutral,extinction,0,0,10
globalexpectancy,469,expect_first,global,3.png,extinction,negative,10,1,0
globalexpectancy,469,expect_first,global,12.png,extinction,positive,0,0,0
globalexpectancy,469,expect_first,global,21.png,extinction,negative,10,2,0
globalexpectancy,469,expect_first,global,10.png,neutral,extinction,9,7,0
globalexpectancy,469,expect_first,global,11.png,negative,extinction,10,7,0
globalexpectancy,469,expect_first,global,1.png,negative,extinction,0,10,0
globalexpectancy,469,expect_first,global,8.png,extinction,positive,0,0,0
globalexpectancy,469,expect_first,global,7.png,positive,extinction,1,10,2
globalexpectancy,469,expect_first,global,14.png,positive,extinction,9,9,0
globalexpectancy,469,expect_first,global,20.png,extinction,neutral,2,8,1
globalexpectancy,469,expect_first,global,23.png,extinction,neutral,1,4,10
