phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
globalexpectancy,541,expect_first,global,7.png,negative,extinction,10,0,0
globalexpectancy,541,expect_first,global,4.png,extinction,neutral,0,0,10
globalexpectancy,541,expect_first,global,20.png,extinction,negative,9,1,0
globalexpectancy,541,expect_first,global,5.png,neutral,extinction,1,0,9
globalexpectancy,541,expect_first,global,17.png,negative,extinction,10,0,0
globalexpectancy,541,expect_first,global,18.png,positive,extinction,0,10,0
globalexpectancy,541,expect_first,global,3.png,neutral,extinction,0,0,10
globalexpectancy,541,expect_first,global,1.png,positive,extinction,0,10,0
globalexpectancy,541,expect_first,global,24.png,extinction,negative,10,0,0
globalexpectancy,541,expect_first,global,26.png,neutral,extinction,0,0,10
globalexpectancy,541,expect_first,global,21.png,negative,extinction,10,0,0
globalexpectancy,541,expect_first,global,8.png,extinction,positive,1,9,0
globalexpectancy,541,expect_first,global,12.png,extinction,neutral,0,1,9
globalexpectancy,541,expect_first,global,14.png,extinction,positive,5,5,0
globalexpectancy,541,expect_first,global,11.png,positive,extinction,0,10,0
globalexpectancy,541,expect_first,global,9.png,extinction,neutral,0,2,8
globalexpectancy,541,expect_first,global,23.png,extinction,positive,0,10,0
globalexpectancy,541,expect_first,global,10.png,extinction,negative,10,0,0
