phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,523,expect_first,global,12.png,extinction,neutral,15
globalratings,523,expect_first,global,23.png,extinction,positive,13
globalratings,523,expect_first,global,1.png,positive,extinction,12
globalratings,523,expect_first,global,18.png,negative,extinction,12
globalratings,523,expect_first,global,3.png,extinction,negative,14
globalratings,523,expect_first,global,24.png,extinction,neutral,9
globalratings,523,expect_first,global,9.png,negative,extinction,9
globalratings,523,expect_first,global,14.png,negative,extinction,12
globalratings,523,expect_first,global,5.png,neutral,extinction,17
globalratings,523,expect_first,global,21.png,extinction,positive,9
globalratings,523,expect_first,global,26.png,neutral,extinction,15
globalratings,523,expect_first,global,4.png,positive,extinction,12
globalratings,523,expect_first,global,8.png,extinction,negative,6
globalratings,523,expect_first,global,11.png,extinction,negative,8
globalratings,523,expect_first,global,7.png,extinction,positive,15
globalratings,523,expect_first,global,10.png,neutral,extinction,9
globalratings,523,expect_first,global,17.png,positive,extinction,8
globalratings,523,expect_first,global,20.png,extinction,neutral,9
