phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,mensch_rating,tier_rating,gegenstand_rating
c1expectancy,521,expect_first,c1,11.png,positive,extinction,4,4,4
c1expectancy,521,expect_first,c1,12.png,negative,extinction,2,2,2
c1expectancy,521,expect_first,c1,17.png,extinction,negative,2,2,3
c1expectancy,521,expect_first,c1,9.png,extinction,neutral,6,5,1
c1expectancy,521,expect_first,c1,26.png,negative,extinction,1,4,7
c1expectancy,521,expect_first,c1,20.png,extinction,positive,7,6,5
c1expectancy,521,expect_first,c1,7.png,extinction,positive,4,4,3
c1expectancy,521,expect_first,c1,14.png,neutral,extinction,3,3,3
c1expectancy,521,expect_first,c1,23.png,extinction,negative,8,2,5
c1expectancy,521,expect_first,c1,5.png,neutral,extinction,4,5,6
c1expectancy,521,expect_first,c1,8.png,extinction,neutral,6,6,3
c1expectancy,521,expect_first,c1,24.png,positive,extinction,5,5,4
c1expectancy,521,expect_first,c1,3.png,extinction,positive,4,4,4
c1expectancy,521,expect_first,c1,21.png,positive,extinction,4,4,4
c1expectancy,521,expect_first,c1,10.png,extinction,neutral,3,3,2
c1expectancy,521,expect_first,c1,18.png,neutral,extinction,7,5,0
c1expectancy,521,expect_first,c1,1.png,extinction,negative,0,2,5
c1expectancy,521,expect_first,c1,4.png,negative,extinction,5,5,8
